ES,CZ,Order,Sentence,SentenceT,L
el manto,přehoz,8931,En el mapa aparece el manto.,Na mapě je přehoz.,ne
el manto,závoj,8932,"Aquí está el manto, justo delante.","Tady je závoj, přímo před námi.",ne
abuchear,vypískat,8933,Me gusta abuchear cuando tengo tiempo.,"Když mám čas, baví mě vypískat.",ne
los paréntesis / encerrar entre paréntesis,závorky / dát do závorky,8934,Necesito los paréntesis para este trabajo.,Na tuhle práci potřebuji závorky.,ne
encerrar,zavřít,8935,Intento encerrar mejor cada día.,Snažím se zavřít každý den lépe.,ne
encerrar,uvěznit,8936,"Quiero encerrar hoy, sin prisa.","Dnes chci uvěznit, bez spěchu.",ne
encerrar,obsahovat,8937,Necesito encerrar antes de salir.,Potřebuji obsahovat před odchodem.,ne
el bachillerato,maturita,8938,En la caja hay el bachillerato.,V krabici je maturita.,ne
la blusa,blůza,8939,Necesito la blusa para este trabajo.,Na tuhle práci potřebuji blůza.,ne
el carpintero,tesař,8940,Hoy vemos el carpintero por primera vez.,Dnes poprvé vidíme tesař.,ne
el agente comercial,obchodní zástupce,8941,En el mapa aparece el agente comercial.,Na mapě je obchodní zástupce.,ne
contratar,najmout,8942,Necesito contratar antes de salir.,Potřebuji najmout před odchodem.,ne
contratar,zaměstnat,8943,Me gusta contratar cuando tengo tiempo.,"Když mám čas, baví mě zaměstnat.",ne
curar,léčit,8944,Vamos a curar un momento.,Pojďme léčit na chvilku.,ne
curar,zahojit,8945,Intento curar mejor cada día.,Snažím se zahojit každý den lépe.,ne
curar,nasolit maso,8946,"Quiero curar hoy, sin prisa.","Dnes chci nasolit maso, bez spěchu.",ne
la dirección,adresa,8947,"Aquí está la dirección, justo delante.","Tady je adresa, přímo před námi.",ne
la dirección,směr,8948,En la caja hay la dirección.,V krabici je směr.,ne
la dirección,dráha,8949,Necesito la dirección para este trabajo.,Na tuhle práci potřebuji dráha.,ne
la dirección,vedení podniku,8950,Hoy vemos la dirección por primera vez.,Dnes poprvé vidíme vedení podniku.,ne
dominar,vládnout,8951,"Quiero dominar hoy, sin prisa.","Dnes chci vládnout, bez spěchu.",ne
dominar,ovládat,8952,Necesito dominar antes de salir.,Potřebuji ovládat před odchodem.,ne
dominar,zvládnout,8953,Me gusta dominar cuando tengo tiempo.,"Když mám čas, baví mě zvládnout.",ne
la educación / el instituto de educación secundaria,výchova,8954,Necesito la educación para este trabajo.,Na tuhle práci potřebuji výchova.,ne
la educación / el instituto de educación secundaria,školství / střední škola,8955,Hoy vemos la educación por primera vez.,Dnes poprvé vidíme školství.,ne
el fontanero,instalatér,8956,En el mapa aparece el fontanero.,Na mapě je instalatér.,ne
la formación (académica),tvarování,8957,"Aquí está la formación, justo delante.","Tady je tvarování, přímo před námi.",ne
la formación (académica),formování (vzdělání),8958,En la caja hay la formación.,V krabici je formování.,ne
la furgoneta,dodávka,8959,Necesito la furgoneta para este trabajo.,Na tuhle práci potřebuji dodávka.,ne
la furgoneta,dodávkový vůz,8960,Hoy vemos la furgoneta por primera vez.,Dnes poprvé vidíme dodávkový vůz.,ne
menos mal que,ještě štěstí,8961,Este lugar parece menos mal que.,Tohle místo je ještě štěstí.,ne
menos mal que,že,8962,Hoy el día está menos mal que.,Dnes je den že.,ne
el traje de chaqueta,kostým,8963,En la caja hay el traje de chaqueta.,V krabici je kostým.,ne
no te pongas nervioso,nebuď nervózní,8964,A veces no te pongas nervioso sorprende.,Někdy překvapí tohle: nebuď nervózní.,ne
hacer preguntas a algn,ptát se koho,8965,Intento hacer preguntas a algn mejor cada día.,Snažím se ptát se koho každý den lépe.,ne
venir (llegar) haciendo (libovolné gerundium),dělat něco po dlouhou dobu,8966,"Quiero venir haciendo hoy, sin prisa.","Dnes chci dělat něco po dlouhou dobu, bez spěchu.",ne
¿A quién le toca (el turno)? Me toca a mí.,Kdo je teď na řadě (další)? Teď se na řadě já.,8967,¿A quién le toca? Me toca a mí. es importante para este tema.,Kdo je teď na řadě? Teď se na řadě já. je důležité pro tohle téma.,ne
el bautismo de fuego / ¡Zapatero a tus zapatos!,křest ohněm / ševče drž se kopyta,8968,En la caja hay el bautismo de fuego.,V krabici je křest ohněm.,ne
mediar (por algn ante algn),zprostředkovat,8969,Vamos a mediar un momento.,Pojďme zprostředkovat na chvilku.,ne
mediar (por algn ante algn),zakročit (přimluvit se za co u koho),8970,Intento mediar mejor cada día.,Snažím se zakročit každý den lépe.,ne
"emparedar, tapiar",zazdít,8971,"Quiero emparedar hoy, sin prisa.","Dnes chci zazdít, bez spěchu.",ne
el / la escolta,ozbrojený doprovod,8972,el es importante para este tema.,ozbrojený doprovod je důležité pro tohle téma.,ne
el / la escolta,ochranka,8973,"Sin el, todo cambia.",Bez tohohle se všechno mění: ochranka.,ne
el / la escolta,člen(ka) ochranky,8974,A veces el sorprende.,Někdy překvapí tohle: člen ochranky.,ne
la maleza,plevel,8975,Hoy vemos la maleza por primera vez.,Dnes poprvé vidíme plevel.,ne
la maleza,houští,8976,En el mapa aparece la maleza.,Na mapě je houští.,ne
la caseta de perro / la choza,psí bouda / chýše,8977,"Aquí está la caseta de perro, justo delante.","Tady je psí bouda, přímo před námi.",ne
la caseta de perro / la choza,chatrč,8978,En la caja hay la caseta de perro.,V krabici je chatrč.,ne
la caseta de perro / la choza,pastouška,8979,Necesito la caseta de perro para este trabajo.,Na tuhle práci potřebuji pastouška.,ne
la brida / ir a toda brida,uzda / jet jako o závod,8980,Hoy vemos la brida por primera vez.,Dnes poprvé vidíme uzda.,ne
el hidromiel,medovina,8981,En el mapa aparece el hidromiel.,Na mapě je medovina.,ne
hechicero,čarovný,8982,Hoy el día está hechicero.,Dnes je den čarovný.,ne
hechicero,kouzelný,8983,Su voz suena hechicero.,Jeho/její hlas zní kouzelný.,ne
hechicero,čaroděj,8984,El paisaje es hechicero.,Krajina je čaroděj.,ne
el oráculo,věštba,8985,Hoy vemos el oráculo por primera vez.,Dnes poprvé vidíme věštba.,ne
el oráculo,věštírna,8986,En el mapa aparece el oráculo.,Na mapě je věštírna.,ne
"negar, 1.niego",popřít,8987,Necesito negar antes de salir.,Potřebuji popřít před odchodem.,ne
"negar, 1.niego",odmítnout,8988,Me gusta negar cuando tengo tiempo.,"Když mám čas, baví mě odmítnout.",ne
la blasfemia,rouhání,8989,Necesito la blasfemia para este trabajo.,Na tuhle práci potřebuji rouhání.,ne
el conjuro,zaklínadlo,8990,Hoy vemos el conjuro por primera vez.,Dnes poprvé vidíme zaklínadlo.,ne
forjar,kovat,8991,"Quiero forjar hoy, sin prisa.","Dnes chci kovat, bez spěchu.",ne
forjar,ukovat,8992,Necesito forjar antes de salir.,Potřebuji ukovat před odchodem.,ne
forjar,vymyslet,8993,Me gusta forjar cuando tengo tiempo.,"Když mám čas, baví mě vymyslet.",ne
forjar,vytvořit,8994,Vamos a forjar un momento.,Pojďme vytvořit na chvilku.,ne
el mérito,zásluha,8995,Hoy vemos el mérito por primera vez.,Dnes poprvé vidíme zásluha.,ne
acceder (ceder = ustoupit),přistoupit na něco,8996,"Quiero acceder hoy, sin prisa.","Dnes chci přistoupit na něco, bez spěchu.",ne
acceder (ceder = ustoupit),svolit,8997,Necesito acceder antes de salir.,Potřebuji svolit před odchodem.,ne
acceder (ceder = ustoupit),vyhovět,8998,Me gusta acceder cuando tengo tiempo.,"Když mám čas, baví mě vyhovět.",ne
congraciar a / congraciarse con,zavděčit se,8999,Vamos a congraciar a un momento.,Pojďme zavděčit se na chvilku.,ne
congraciar a / congraciarse con,zalíbit se,9000,Intento congraciar a mejor cada día.,Snažím se zalíbit se každý den lépe.,ne
congraciar a / congraciarse con,získat si přízeň,9001,"Quiero congraciar a hoy, sin prisa.","Dnes chci získat si přízeň, bez spěchu.",ne
burlarse de / la burla,vysmívat se komu / posměch,9002,Necesito burlarse de antes de salir.,Potřebuji vysmívat se komu před odchodem.,ne
burlarse de / la burla,výsměch,9003,Me gusta burlarse de cuando tengo tiempo.,"Když mám čas, baví mě výsměch.",ne
la dote (para),věno,9004,Necesito la dote para este trabajo.,Na tuhle práci potřebuji věno.,ne
la dote (para),výbava,9005,Hoy vemos la dote por primera vez.,Dnes poprvé vidíme výbava.,ne
la dote (para),nadání,9006,En el mapa aparece la dote.,Na mapě je nadání.,ne
la dote (para),vlohy (pro),9007,"Aquí está la dote, justo delante.","Tady je vlohy, přímo před námi.",ne
trinchar / trocear,porcovat,9008,Me gusta trinchar cuando tengo tiempo.,"Když mám čas, baví mě porcovat.",ne
trinchar / trocear,naporcovat,9009,Vamos a trinchar un momento.,Pojďme naporcovat na chvilku.,ne
el hormigón,beton,9010,Hoy vemos el hormigón por primera vez.,Dnes poprvé vidíme beton.,ne
los parachoques,nárazník,9011,En el mapa aparece los parachoques.,Na mapě je nárazník.,ne
la suela,podrážka,9012,"Aquí está la suela, justo delante.","Tady je podrážka, přímo před námi.",ne
dilatar,prodloužit,9013,Me gusta dilatar cuando tengo tiempo.,"Když mám čas, baví mě prodloužit.",ne
dilatar,roztáhnout,9014,Vamos a dilatar un momento.,Pojďme roztáhnout na chvilku.,ne
dilatar,rozpínat,9015,Intento dilatar mejor cada día.,Snažím se rozpínat každý den lépe.,ne
el fresno (Fraxinus latinsky),jasan (chceš topůrko mám jasno - použij fresno),9016,En el mapa aparece el fresno.,Na mapě je jasan.,ne
la amígdala,krční mandle,9017,"Aquí está la amígdala, justo delante.","Tady je krční mandle, přímo před námi.",ne
la espiga / espigarse,klas / růst jako z vody,9018,En la caja hay la espiga.,V krabici je klas.,ne
ralentizar,zpomalit,9019,Vamos a ralentizar un momento.,Pojďme zpomalit na chvilku.,ne
ralentizar,zpomalovat,9020,Intento ralentizar mejor cada día.,Snažím se zpomalovat každý den lépe.,ne
la pólvora,střelný prach,9021,En el mapa aparece la pólvora.,Na mapě je střelný prach.,ne
la genealogía,rodokmen,9022,"Aquí está la genealogía, justo delante.","Tady je rodokmen, přímo před námi.",ne
etiológico,etiologický (soustavně hledající příčiny - filozofie,9023,Su voz suena etiológico.,Jeho/její hlas zní etiologický (soustavně hledající příčiny - filozofie.,ne
etiológico,psychologie,9024,El paisaje es etiológico.,Krajina je psychologie.,ne
etiológico,medicina),9025,Ahora mismo me siento etiológico.,Teď se cítím medicina).,ne
"alusivo (aludir = dělat narážky, zmínit se, poukázat)",poukazující na co,9026,,"Hoy hablamos de alusivo (aludir = dělat narážky un momento., Dnes chvíli mluvíme o tomhle: poukazující na co.",ne
"alusivo (aludir = dělat narážky, zmínit se, poukázat)",zmiňující se o čem,9027,,"alusivo (aludir = dělat narážky es importante para este tema., zmiňující se o čem je důležité pro tohle téma.",ne
"alusivo (aludir = dělat narážky, zmínit se, poukázat)",vztahující se k čemu,9028,,"Sin alusivo (aludir = dělat narážky, todo cambia., Bez tohohle se všechno mění: vztahující se k čemu.",ne
la contradicción,rozpor,9029,Necesito la contradicción para este trabajo.,Na tuhle práci potřebuji rozpor.,ne
la contradicción,protimluv,9030,Hoy vemos la contradicción por primera vez.,Dnes poprvé vidíme protimluv.,ne
discernir (distinguir),rozeznat,9031,"Quiero discernir hoy, sin prisa.","Dnes chci rozeznat, bez spěchu.",ne
discernir (distinguir),rozpoznat,9032,Necesito discernir antes de salir.,Potřebuji rozpoznat před odchodem.,ne
discernir (distinguir),rozlišit,9033,Me gusta discernir cuando tengo tiempo.,"Když mám čas, baví mě rozlišit.",ne
incoloro,bezbarvý,9034,El paisaje es incoloro.,Krajina je bezbarvý.,ne
retroceder,couvnout,9035,Intento retroceder mejor cada día.,Snažím se couvnout každý den lépe.,ne
retroceder,ustoupit,9036,"Quiero retroceder hoy, sin prisa.","Dnes chci ustoupit, bez spěchu.",ne
resurrección,zmrtvýchvstání,9037,resurrección es importante para este tema.,zmrtvýchvstání je důležité pro tohle téma.,ne
resurrección,vzkříšení,9038,"Sin resurrección, todo cambia.",Bez tohohle se všechno mění: vzkříšení.,ne
el dirigible,vzducholoď,9039,Necesito el dirigible para este trabajo.,Na tuhle práci potřebuji vzducholoď.,ne
la comadreja,lasička,9040,Hoy vemos la comadreja por primera vez.,Dnes poprvé vidíme lasička.,ne
allanar / allanar a algn el camino,urovnat,9041,"Quiero allanar hoy, sin prisa.","Dnes chci urovnat, bez spěchu.",ne
allanar / allanar a algn el camino,uvolnit,9042,Necesito allanar antes de salir.,Potřebuji uvolnit před odchodem.,ne
allanar / allanar a algn el camino,proklestit / vyšlapat komu cestičku,9043,Me gusta allanar cuando tengo tiempo.,"Když mám čas, baví mě proklestit.",ne
ultimar,dokončit,9044,Vamos a ultimar un momento.,Pojďme dokončit na chvilku.,ne
ultimar,uzavřít,9045,Intento ultimar mejor cada día.,Snažím se uzavřít každý den lépe.,ne
ultimar,dodělat,9046,"Quiero ultimar hoy, sin prisa.","Dnes chci dodělat, bez spěchu.",ne
el haz (la hoz = srp),svazek,9047,"Aquí está el haz, justo delante.","Tady je svazek, přímo před námi.",ne
el haz (la hoz = srp),otep,9048,En la caja hay el haz.,V krabici je otep.,ne
el haz (la hoz = srp),snop obilí,9049,Necesito el haz para este trabajo.,Na tuhle práci potřebuji snop obilí.,ne
proseguir,pokračovat,9050,Intento proseguir mejor cada día.,Snažím se pokračovat každý den lépe.,ne
proseguir,trvat,9051,"Quiero proseguir hoy, sin prisa.","Dnes chci trvat, bez spěchu.",ne
el adversario,protivník,9052,"Aquí está el adversario, justo delante.","Tady je protivník, přímo před námi.",ne
el adversario,odpůrce,9053,En la caja hay el adversario.,V krabici je odpůrce.,ne
la partición,dělení,9054,Necesito la partición para este trabajo.,Na tuhle práci potřebuji dělení.,ne
la partición,rozdělení,9055,Hoy vemos la partición por primera vez.,Dnes poprvé vidíme rozdělení.,ne
conditiones de partida / punto de partida,výchozí podmínky / výchozí bod,9056,Hoy hablamos de conditiones de partida un momento.,Dnes chvíli mluvíme o tomhle: výchozí podmínky.,ne
"incurrir en algo (recurrir = sáhnout k, uchýlit se k)",dopustit se čeho,9057,,"Necesito incurrir en algo (recurrir = sáhnout k antes de salir., Potřebuji dopustit se čeho před odchodem.",ne
"incurrir en algo (recurrir = sáhnout k, uchýlit se k)",přivolat na sebe,9058,,"Me gusta incurrir en algo (recurrir = sáhnout k cuando tengo tiempo., Když mám čas, baví mě přivolat na sebe.",ne
la natación,plavání,9059,Necesito la natación para este trabajo.,Na tuhle práci potřebuji plavání.,ne
"cobrar / ¿Me cobra, por favor?",brát,9060,,"Intento cobrar mejor cada día., Snažím se brát každý den lépe.",ne
"cobrar / ¿Me cobra, por favor?",zaplatit,9061,"Quiero cobrar hoy, sin prisa.","Dnes chci zaplatit, bez spěchu.",ne
"cobrar / ¿Me cobra, por favor?",získat,9062,Necesito cobrar antes de salir.,Potřebuji získat před odchodem.,ne
"cobrar / ¿Me cobra, por favor?",dosáhnout / Zaplatím. (v restauraci),9063,Me gusta cobrar cuando tengo tiempo.,"Když mám čas, baví mě dosáhnout.",ne
¿Cuánto cobras al mes? / Cobro treinta mil al mes.,Kolik bereš měsíčně? / Beru třicet tisíc měsíčně.,9064,A veces ¿Cuánto cobras al mes? sorprende.,Někdy překvapí tohle: Kolik bereš měsíčně?.,ne
cobrar los gastos de envío y embalaje,účtovat poštovné a balné,9065,Intento cobrar los gastos de envío y embalaje mejor cada día.,Snažím se účtovat poštovné a balné každý den lépe.,ne
embalar / papel de embalar,balit,9066,"Quiero embalar hoy, sin prisa.","Dnes chci balit, bez spěchu.",ne
embalar / papel de embalar,zabalit / balící papír,9067,Necesito embalar antes de salir.,Potřebuji zabalit před odchodem.,ne
la placa / tectónica de placas litosféricas / placa dental,deska,9068,En la caja hay la placa.,V krabici je deska.,ne
la placa / tectónica de placas litosféricas / placa dental,tabule,9069,Necesito la placa para este trabajo.,Na tuhle práci potřebuji tabule.,ne
la placa / tectónica de placas litosféricas / placa dental,cedule,9070,Hoy vemos la placa por primera vez.,Dnes poprvé vidíme cedule.,ne
la placa / tectónica de placas litosféricas / placa dental,povlak / tektonika … / zubní plak,9071,En el mapa aparece la placa.,Na mapě je povlak.,ne
rupestre,skalní,9072,Hoy el día está rupestre.,Dnes je den skalní.,ne
rupestre,jeskynní,9073,Su voz suena rupestre.,Jeho/její hlas zní jeskynní.,ne
la escultura,sochařství,9074,Necesito la escultura para este trabajo.,Na tuhle práci potřebuji sochařství.,ne
la escultura,socha,9075,Hoy vemos la escultura por primera vez.,Dnes poprvé vidíme socha.,ne
la índole,charakter,9076,En el mapa aparece la índole.,Na mapě je charakter.,ne
la índole,soubor typických znaků,9077,"Aquí está la índole, justo delante.","Tady je soubor typických znaků, přímo před námi.",ne
el paréntesis,závorka,9078,En la caja hay el paréntesis.,V krabici je závorka.,ne
el paréntesis,vsuvka,9079,Necesito el paréntesis para este trabajo.,Na tuhle práci potřebuji vsuvka.,ne
el paréntesis,přerušení,9080,Hoy vemos el paréntesis por primera vez.,Dnes poprvé vidíme přerušení.,ne
el paréntesis,zastavení,9081,En el mapa aparece el paréntesis.,Na mapě je zastavení.,ne
el hidrocarburo,uhlovodík,9082,"Aquí está el hidrocarburo, justo delante.","Tady je uhlovodík, přímo před námi.",ne
el contorno,kontura,9083,En la caja hay el contorno.,V krabici je kontura.,ne
el contorno,obrys,9084,Necesito el contorno para este trabajo.,Na tuhle práci potřebuji obrys.,ne
retornar(se) / retorno,vrátit,9085,Intento retornar mejor cada día.,Snažím se vrátit každý den lépe.,ne
retornar(se) / retorno,navrátit (se) / návrat,9086,"Quiero retornar hoy, sin prisa.","Dnes chci navrátit, bez spěchu.",ne
teórico,teoretický,9087,Hoy el día está teórico.,Dnes je den teoretický.,ne
teórico,teoretik,9088,Su voz suena teórico.,Jeho/její hlas zní teoretik.,ne
el interrogante / interrogante,otazník / tázavý,9089,Necesito el interrogante para este trabajo.,Na tuhle práci potřebuji otazník.,ne
el interrogante / interrogante,otázka,9090,Hoy vemos el interrogante por primera vez.,Dnes poprvé vidíme otázka.,ne
el interrogante / interrogante,hádanka,9091,En el mapa aparece el interrogante.,Na mapě je hádanka.,ne
desgarrar,rozervat,9092,Necesito desgarrar antes de salir.,Potřebuji rozervat před odchodem.,ne
ebullición / punto de ebullición,var,9093,"Sin ebullición, todo cambia.",Bez tohohle se všechno mění: var.,ne
ebullición / punto de ebullición,vření / bod varu,9094,A veces ebullición sorprende.,Někdy překvapí tohle: vření.,ne
la valla / carrera de vallas,ohrada,9095,Hoy vemos la valla por primera vez.,Dnes poprvé vidíme ohrada.,ne
la valla / carrera de vallas,překážka atletická / překážkový běh,9096,En el mapa aparece la valla.,Na mapě je překážka atletická.,ne
el mando / mando a distancia,ovládání,9097,"Aquí está el mando, justo delante.","Tady je ovládání, přímo před námi.",ne
el mando / mando a distancia,velení,9098,En la caja hay el mando.,V krabici je velení.,ne
el mando / mando a distancia,řízení / dálkové ovládání,9099,Necesito el mando para este trabajo.,Na tuhle práci potřebuji řízení.,ne
el análisis,analýza,9100,Hoy vemos el análisis por primera vez.,Dnes poprvé vidíme analýza.,ne
el análisis,rozbor,9101,En el mapa aparece el análisis.,Na mapě je rozbor.,ne
la grúa,jeřáb (stroj),9102,"Aquí está la grúa, justo delante.","Tady je jeřáb, přímo před námi.",ne
botar,odrazit se,9103,Me gusta botar cuando tengo tiempo.,"Když mám čas, baví mě odrazit se.",ne
botar,drkotat,9104,Vamos a botar un momento.,Pojďme drkotat na chvilku.,ne
botar,skákat,9105,Intento botar mejor cada día.,Snažím se skákat každý den lépe.,ne
botar,spustit na vodu,9106,"Quiero botar hoy, sin prisa.","Dnes chci spustit na vodu, bez spěchu.",ne
la cabida (caber = vejít se),objem,9107,"Aquí está la cabida, justo delante.","Tady je objem, přímo před námi.",ne
la cabida (caber = vejít se),kapacita,9108,En la caja hay la cabida.,V krabici je kapacita.,ne
la cabida (caber = vejít se),rozloha,9109,Necesito la cabida para este trabajo.,Na tuhle práci potřebuji rozloha.,ne
vislumbrar,(nejasně) vidět,9110,Intento vislumbrar mejor cada día.,Snažím se vidět každý den lépe.,ne
vislumbrar,rozeznávat,9111,"Quiero vislumbrar hoy, sin prisa.","Dnes chci rozeznávat, bez spěchu.",ne
vislumbrar,tušit v dálce ap.,9112,Necesito vislumbrar antes de salir.,Potřebuji tušit v dálce ap. před odchodem.,ne
la cera / museo de cera,vosk / muzeum voskových figurín,9113,En la caja hay la cera.,V krabici je vosk.,ne
la cela,cela,9114,Necesito la cela para este trabajo.,Na tuhle práci potřebuji cela.,ne
la cela,buňka (políčko) tabulky,9115,Hoy vemos la cela por primera vez.,Dnes poprvé vidíme buňka tabulky.,ne
la toma,dobytí,9116,En el mapa aparece la toma.,Na mapě je dobytí.,ne
la toma,převzetí (vlády),9117,"Aquí está la toma, justo delante.","Tady je převzetí, přímo před námi.",ne
la toma,zásuvka,9118,En la caja hay la toma.,V krabici je zásuvka.,ne
el panal / la celdilla,plástev medu / buňka včelí plástve,9119,Necesito el panal para este trabajo.,Na tuhle práci potřebuji plástev medu.,ne
el estuche,penál,9120,Hoy vemos el estuche por primera vez.,Dnes poprvé vidíme penál.,ne
el edulcorante artificial,umělé sladidlo,9121,En el mapa aparece el edulcorante artificial.,Na mapě je umělé sladidlo.,ne
el mástil,stěžeň,9122,"Aquí está el mástil, justo delante.","Tady je stěžeň, přímo před námi.",ne
el mástil,stožár,9123,En la caja hay el mástil.,V krabici je stožár.,ne
el mástil,žerď,9124,Necesito el mástil para este trabajo.,Na tuhle práci potřebuji žerď.,ne
ensamblar,spojit,9125,Intento ensamblar mejor cada día.,Snažím se spojit každý den lépe.,ne
ensamblar,smontovat,9126,"Quiero ensamblar hoy, sin prisa.","Dnes chci smontovat, bez spěchu.",ne
ensamblar,sesadit,9127,Necesito ensamblar antes de salir.,Potřebuji sesadit před odchodem.,ne
mejorar / la mejora / El tiempo se mejora,zlepšit,9128,Me gusta mejorar cuando tengo tiempo.,"Když mám čas, baví mě zlepšit.",ne
mejorar / la mejora / El tiempo se mejora,vylepšit / zlepšení,9129,Vamos a mejorar un momento.,Pojďme vylepšit na chvilku.,ne
mejorar / la mejora / El tiempo se mejora,vylepšení / Dělá se hezky.,9130,Intento mejorar mejor cada día.,Snažím se vylepšení každý den lépe.,ne
deparar,dát,9131,"Quiero deparar hoy, sin prisa.","Dnes chci dát, bez spěchu.",ne
deparar,poskytnout,9132,Necesito deparar antes de salir.,Potřebuji poskytnout před odchodem.,ne
deparar,dodat,9133,Me gusta deparar cuando tengo tiempo.,"Když mám čas, baví mě dodat.",ne
la interfaz,rozhraní,9134,Necesito la interfaz para este trabajo.,Na tuhle práci potřebuji rozhraní.,ne
la interfaz,interface,9135,Hoy vemos la interfaz por primera vez.,Dnes poprvé vidíme interface.,ne
susceptible,nedůtklivý,9136,Este lugar parece susceptible.,Tohle místo je nedůtklivý.,ne
susceptible,urážlivý,9137,Hoy el día está susceptible.,Dnes je den urážlivý.,ne
susceptible,citlivý na něco,9138,Su voz suena susceptible.,Jeho/její hlas zní citlivý na něco.,ne
la ida / (el) billete de ida y vuelta (el pasaje…Lat. Am.),cesta tam / zpáteční jízdenka,9139,Necesito la ida para este trabajo.,Na tuhle práci potřebuji cesta tam.,ne
la falla / el fallo,trhlina,9140,Hoy vemos la falla por primera vez.,Dnes poprvé vidíme trhlina.,ne
la falla / el fallo,zlom,9141,En el mapa aparece la falla.,Na mapě je zlom.,ne
la falla / el fallo,porucha / rozsudek,9142,"Aquí está la falla, justo delante.","Tady je porucha, přímo před námi.",ne
la falla / el fallo,selhání,9143,En la caja hay la falla.,V krabici je selhání.,ne
la falla / el fallo,závada,9144,Necesito la falla para este trabajo.,Na tuhle práci potřebuji závada.,ne
ahondar,prohloubit,9145,Intento ahondar mejor cada día.,Snažím se prohloubit každý den lépe.,ne
ahondar,vyhloubit,9146,"Quiero ahondar hoy, sin prisa.","Dnes chci vyhloubit, bez spěchu.",ne
ahondar,proniknout hlouběji,9147,Necesito ahondar antes de salir.,Potřebuji proniknout hlouběji před odchodem.,ne
ahondar,prozkoumat,9148,Me gusta ahondar cuando tengo tiempo.,"Když mám čas, baví mě prozkoumat.",ne
inviable,neuskutečnitelný,9149,El paisaje es inviable.,Krajina je neuskutečnitelný.,ne
inviable,nerealizovatelný,9150,Ahora mismo me siento inviable.,Teď se cítím nerealizovatelný.,ne
inviable,neproveditelný,9151,Este lugar parece inviable.,Tohle místo je neproveditelný.,ne
despojar de algo,zbavit čeho,9152,Necesito despojar de algo antes de salir.,Potřebuji zbavit čeho před odchodem.,ne
despojar de algo,připravit o co,9153,Me gusta despojar de algo cuando tengo tiempo.,"Když mám čas, baví mě připravit o co.",ne
despojar de algo,odejmout co,9154,Vamos a despojar de algo un momento.,Pojďme odejmout co na chvilku.,ne
inaudito,neslýchaný,9155,Ahora mismo me siento inaudito.,Teď se cítím neslýchaný.,ne
inaudito,neuvěřitelný,9156,Este lugar parece inaudito.,Tohle místo je neuvěřitelný.,ne
desgastar(se),opotřebovat,9157,Necesito desgastar antes de salir.,Potřebuji opotřebovat před odchodem.,ne
desgastar(se),obnosit,9158,Me gusta desgastar cuando tengo tiempo.,"Když mám čas, baví mě obnosit.",ne
desgastar(se),obrousit,9159,Vamos a desgastar un momento.,Pojďme obrousit na chvilku.,ne
desgastar(se),(vyhasnout,9160,Intento desgastar mejor cada día.,Snažím se (vyhasnout každý den lépe.,ne
desgastar(se),vyčerpat se),9161,"Quiero desgastar hoy, sin prisa.","Dnes chci vyčerpat se), bez spěchu.",ne
la litera,patrová postel,9162,"Aquí está la litera, justo delante.","Tady je patrová postel, přímo před námi.",ne
la litera,lůžko ve vlaku,9163,En la caja hay la litera.,V krabici je lůžko ve vlaku.,ne
la litera,nosítka (pro krále),9164,Necesito la litera para este trabajo.,Na tuhle práci potřebuji nosítka.,ne
litera de caballero,kupé ve vlaku,9165,Ahora mismo pienso en litera de caballero.,Teď myslím na tohle: kupé ve vlaku.,ne
la consigna de equipaje / ¿Hasta qué hora está abierta la consigna?,úschovna zavazadel / do kdy je otevřená...,9166,En el mapa aparece la consigna de equipaje.,Na mapě je úschovna zavazadel.,ne
"acogedor (acoger = přijmout, poskytnout útočiště)",útulný,9167,,"acogedor (acoger = přijmout es importante para este tema., útulný je důležité pro tohle téma.",ne
"acogedor (acoger = přijmout, poskytnout útočiště)",pohostinný,9168,,"Sin acogedor (acoger = přijmout, todo cambia., Bez tohohle se všechno mění: pohostinný.",ne
la parada,zastávka (autobusů),9169,Necesito la parada para este trabajo.,Na tuhle práci potřebuji zastávka.,ne
la parada,stanoviště taxíků,9170,Hoy vemos la parada por primera vez.,Dnes poprvé vidíme stanoviště taxíků.,ne
pagar en efectivo,platit hotově,9171,"Quiero pagar en efectivo hoy, sin prisa.","Dnes chci platit hotově, bez spěchu.",ne
Tren va a efectuar su entrada por la vía 3.,Vlak přijede na třetí kolej.,9172,En la lista está el número Tren va a efectuar su entrada por la vía 3..,V seznamu je číslo Vlak přijede na třetí kolej..,ne
acerca de / en lo que concierne a alg(n) ...,o,9173,"Sin acerca de, todo cambia.",Bez tohohle se všechno mění: o.,ne
acerca de / en lo que concierne a alg(n) ...,stran,9174,A veces acerca de sorprende.,Někdy překvapí tohle: stran.,ne
acerca de / en lo que concierne a alg(n) ...,ohledně / co se týká,9175,Ahora mismo pienso en acerca de.,Teď myslím na tohle: ohledně.,ne
desarrollo sostenible,udržitelný rozvoj,9176,Hoy hablamos de desarrollo sostenible un momento.,Dnes chvíli mluvíme o tomhle: udržitelný rozvoj.,ne
el sustento / subsistir,obživa,9177,"Aquí está el sustento, justo delante.","Tady je obživa, přímo před námi.",ne
el sustento / subsistir,živobytí / přežívat,9178,En la caja hay el sustento.,V krabici je živobytí.,ne
el sustento / subsistir,zachovávat se,9179,Necesito el sustento para este trabajo.,Na tuhle práci potřebuji zachovávat se.,ne
