ES,CZ,Order,Sentence,SentenceT,L
acudir / acudir en ayuda,přijít,11171,Hoy intento acudir mejor.,Dnes se snažím přijít lépe.,ne
acudir / acudir en ayuda,dostavit se,11172,Es importante acudir cada día.,Je důležité dostavit se každý den.,ne
acudir / acudir en ayuda,docházet / přispěchat na pomoc,11173,Hoy intento acudir mejor.,Dnes se snažím docházet lépe.,ne
personarse,dostavit se osobně kam,11174,Es importante personarse cada día.,Je důležité dostavit se osobně kam každý den.,ne
el recipiente,nádoba,11175,En la foto veo el recipiente.,Na fotce vidím nádoba.,ne
el recipiente,přijímající,11176,Hoy necesito el recipiente.,Dnes potřebuji přijímající.,ne
el manantial,pramen,11177,En casa tenemos el manantial.,Doma máme pramen.,ne
el manantial,pramenitý,11178,Hoy necesito el manantial.,Dnes potřebuji pramenitý.,ne
manar / emanar,vytékat,11179,En clase aprendemos a manar.,Ve třídě se učíme vytékat.,ne
manar / emanar,proudit / pramenit,11180,Es importante manar cada día.,Je důležité proudit každý den.,ne
manar / emanar,vyvěrat,11181,En clase aprendemos a manar.,Ve třídě se učíme vyvěrat.,ne
manar / emanar,unikat,11182,No es fácil manar al principio.,Na začátku není snadné unikat.,ne
empalagoso,protivný,11183,El resultado es empalagoso.,Výsledek je protivný.,ne
empalagoso,vtíravý,11184,La situación parece empalagoso.,Situace působí vtíravý.,ne
empalagoso,přeslazený,11185,Todo está empalagoso hoy.,Dnes je všechno přeslazený.,ne
el lustre,třpyt,11186,En casa tenemos el lustre.,Doma máme třpyt.,ne
el lustre,věhlas,11187,En la foto veo el lustre.,Na fotce vidím věhlas.,ne
el sacrificio (cruento),oběť,11188,En esta situación uso el sacrificio.,V této situaci používám oběť.,ne
el sacrificio (cruento),obětování (krvavý),11189,Hoy escucho el sacrificio en clase.,Dnes ve třídě slyším obětování.,ne
la pocilga / gallinero,chlívek,11190,En una conversación digo la pocilga.,V rozhovoru říkám chlívek.,ne
la pocilga / gallinero,prasečí chlívek,11191,En esta frase usamos la pocilga.,V této větě používáme prasečí chlívek.,ne
la pocilga / gallinero,vepřík / kurník,11192,Hoy escucho la pocilga en clase.,Dnes ve třídě slyším vepřík.,ne
la pocilga / gallinero,bidýlko,11193,En una conversación digo la pocilga.,V rozhovoru říkám bidýlko.,ne
el cargamento,náklad,11194,En la foto veo el cargamento.,Na fotce vidím náklad.,ne
el cargamento,přepravované zboží,11195,Hoy necesito el cargamento.,Dnes potřebuji přepravované zboží.,ne
la azucena,lilie,11196,Hoy necesito la azucena.,Dnes potřebuji lilie.,ne
desgarrado,roztržený,11197,Todo está desgarrado hoy.,Dnes je všechno roztržený.,ne
desgarrado,rozervaný,11198,La situación parece desgarrado.,Situace působí rozervaný.,ne
desgarrado,srdceryvný,11199,El resultado es desgarrado.,Výsledek je srdceryvný.,ne
el límite,hranice,11200,En casa tenemos el límite.,Doma máme hranice.,ne
el límite,předěl,11201,Hoy necesito el límite.,Dnes potřebuji předěl.,ne
el límite,rozhraní,11202,En casa tenemos el límite.,Doma máme rozhraní.,ne
ajetreado,zaměstnaný,11203,El resultado es ajetreado.,Výsledek je zaměstnaný.,ne
ajetreado,nabitý,11204,Todo está ajetreado hoy.,Dnes je všechno nabitý.,ne
ajetreado,rušný,11205,Hoy me siento ajetreado.,Dnes se cítím rušný.,ne
ajetreado,hektický,11206,Todo está ajetreado hoy.,Dnes je všechno hektický.,ne
escueto / escuetamente,strohý,11207,Hoy escucho escueto en clase.,Dnes ve třídě slyším strohý.,ne
escueto / escuetamente,stručný,11208,En una conversación digo escueto.,V rozhovoru říkám stručný.,ne
escueto / escuetamente,nepřikrášlený / stroze,11209,Hoy escucho escueto en clase.,Dnes ve třídě slyším nepřikrášlený.,ne
discrepar,lišit se,11210,No es fácil discrepar al principio.,Na začátku není snadné lišit se.,ne
discrepar,být rozdílný,11211,No es fácil discrepar al principio.,Na začátku není snadné být rozdílný.,ne
la injerencia,zasahování,11212,Aquí está la injerencia.,Tady je zasahování.,ne
la injerencia,vměšování,11213,En casa tenemos la injerencia.,Doma máme vměšování.,ne
la penitenciaría / la penitencia,vězení,11214,En una conversación digo la penitenciaría.,V rozhovoru říkám vězení.,ne
la penitenciaría / la penitencia,káznice / smíření,11215,En una conversación digo la penitenciaría.,V rozhovoru říkám káznice.,ne
la penitenciaría / la penitencia,lítost,11216,En esta frase usamos la penitenciaría.,V této větě používáme lítost.,ne
la penitenciaría / la penitencia,pokání,11217,En esta situación uso la penitenciaría.,V této situaci používám pokání.,ne
el uro,pratur,11218,Hoy necesito el uro.,Dnes potřebuji pratur.,ne
el gamo,daněk,11219,Aquí está el gamo.,Tady je daněk.,ne
inequívoco,jednoznačný,11220,Todo está inequívoco hoy.,Dnes je všechno jednoznačný.,ne
inequívoco,jasný,11221,Hoy me siento inequívoco.,Dnes se cítím jasný.,ne
inequívoco,nepochybný,11222,El resultado es inequívoco.,Výsledek je nepochybný.,ne
la espuma / espumoso,pěna,11223,En esta frase usamos la espuma.,V této větě používáme pěna.,ne
la espuma / espumoso,molitan / šumivý,11224,En una conversación digo la espuma.,V rozhovoru říkám molitan.,ne
la espuma / espumoso,perlivý,11225,En esta situación uso la espuma.,V této situaci používám perlivý.,ne
la espuma / espumoso,pěnivý,11226,En esta frase usamos la espuma.,V této větě používáme pěnivý.,ne
la contrapartida,vyrovnání,11227,Aquí está la contrapartida.,Tady je vyrovnání.,ne
la contrapartida,náhrada,11228,Aquí está la contrapartida.,Tady je náhrada.,ne
culto,vzdělaný,11229,Hoy me siento culto.,Dnes se cítím vzdělaný.,ne
culto,kultivovaný,11230,Todo está culto hoy.,Dnes je všechno kultivovaný.,ne
culto,učený,11231,El resultado es culto.,Výsledek je učený.,ne
la plaga,pohroma,11232,Aquí está la plaga.,Tady je pohroma.,ne
la plaga,rána,11233,Hoy necesito la plaga.,Dnes potřebuji rána.,ne
la plaga,mor,11234,En casa tenemos la plaga.,Doma máme mor.,ne
la locución,slovní obrat,11235,En casa tenemos la locución.,Doma máme slovní obrat.,ne
la locución,úsloví,11236,Hoy necesito la locución.,Dnes potřebuji úsloví.,ne
mudéjar,muslim žjjící na křesťanském území,11237,Es importante mudéjar cada día.,Je důležité muslim žjjící na křesťanském území každý den.,ne
el promontorio,výšina,11238,Hoy necesito el promontorio.,Dnes potřebuji výšina.,ne
el promontorio,výběžek,11239,En casa tenemos el promontorio.,Doma máme výběžek.,ne
el promontorio,útes,11240,En casa tenemos el promontorio.,Doma máme útes.,ne
brusco / bruscamente,příkrý,11241,Hoy escucho brusco en clase.,Dnes ve třídě slyším příkrý.,ne
brusco / bruscamente,strohý,11242,En esta situación uso brusco.,V této situaci používám strohý.,ne
brusco / bruscamente,prudký,11243,En esta frase usamos brusco.,V této větě používáme prudký.,ne
brusco / bruscamente,náhlý,11244,En esta situación uso brusco.,V této situaci používám náhlý.,ne
el brezo,vřes,11245,En la foto veo el brezo.,Na fotce vidím vřes.,ne
hundir,potopit,11246,Hoy intento hundir mejor.,Dnes se snažím potopit lépe.,ne
hundir,ponořit,11247,En clase aprendemos a hundir.,Ve třídě se učíme ponořit.,ne
hundir,zdeptat,11248,No es fácil hundir al principio.,Na začátku není snadné zdeptat.,ne
hundir,zdrtit,11249,En clase aprendemos a hundir.,Ve třídě se učíme zdrtit.,ne
la pica,píka,11250,En casa tenemos la pica.,Doma máme píka.,ne
la pica,kopí,11251,Aquí está la pica.,Tady je kopí.,ne
"robusto, fornido",silný,11252,Hoy escucho robusto en clase.,Dnes ve třídě slyším silný.,ne
"robusto, fornido",robustní,11253,En esta situación uso robusto.,V této situaci používám robustní.,ne
el establecimiento,podnik,11254,En casa tenemos el establecimiento.,Doma máme podnik.,ne
el establecimiento,zařízení,11255,En casa tenemos el establecimiento.,Doma máme zařízení.,ne
el establecimiento,instituce,11256,En la foto veo el establecimiento.,Na fotce vidím instituce.,ne
el muñón,pahýl,11257,Aquí está el muñón.,Tady je pahýl.,ne
el muñón,znetvořená končetina,11258,Hoy necesito el muñón.,Dnes potřebuji znetvořená končetina.,ne
el patán,neotesancec,11259,Hoy necesito el patán.,Dnes potřebuji neotesancec.,ne
el patán,hrubián,11260,En la foto veo el patán.,Na fotce vidím hrubián.,ne
el patán,venkovský balík,11261,Hoy necesito el patán.,Dnes potřebuji venkovský balík.,ne
sarnoso,prašivý,11262,La situación parece sarnoso.,Situace působí prašivý.,ne
el follaje,listí,11263,Aquí está el follaje.,Tady je listí.,ne
el follaje,květnatost,11264,Aquí está el follaje.,Tady je květnatost.,ne
el follaje,přeplácanost,11265,En casa tenemos el follaje.,Doma máme přeplácanost.,ne
la vigilancia / la custodia,střežení,11266,En esta frase usamos la vigilancia.,V této větě používáme střežení.,ne
la vigilancia / la custodia,hlídání,11267,Hoy escucho la vigilancia en clase.,Dnes ve třídě slyším hlídání.,ne
la vigilancia / la custodia,dozor,11268,En esta frase usamos la vigilancia.,V této větě používáme dozor.,ne
el reparto,rozvážka,11269,En casa tenemos el reparto.,Doma máme rozvážka.,ne
el reparto,rozvoz,11270,Aquí está el reparto.,Tady je rozvoz.,ne
el reparto,rozdělení,11271,En casa tenemos el reparto.,Doma máme rozdělení.,ne
pretendiente,uchazeč,11272,El resultado es pretendiente.,Výsledek je uchazeč.,ne
pretendiente,uchazečka,11273,La situación parece pretendiente.,Situace působí uchazečka.,ne
pretendiente,nápadník,11274,El resultado es pretendiente.,Výsledek je nápadník.,ne
secundar,asistovat,11275,No es fácil secundar al principio.,Na začátku není snadné asistovat.,ne
secundar,podpořit,11276,Hoy intento secundar mejor.,Dnes se snažím podpořit lépe.,ne
secundar,pomoci,11277,En clase aprendemos a secundar.,Ve třídě se učíme pomoci.,ne
la tunda,nakládačka,11278,En la foto veo la tunda.,Na fotce vidím nakládačka.,ne
la tunda,nářez,11279,Hoy necesito la tunda.,Dnes potřebuji nářez.,ne
la tunda,fuška,11280,En la foto veo la tunda.,Na fotce vidím fuška.,ne
propagar,propagovat,11281,En clase aprendemos a propagar.,Ve třídě se učíme propagovat.,ne
propagar,rozšiřovat,11282,Es importante propagar cada día.,Je důležité rozšiřovat každý den.,ne
propagar,rozmnožovat,11283,En clase aprendemos a propagar.,Ve třídě se učíme rozmnožovat.,ne
la afición,záliba,11284,Aquí está la afición.,Tady je záliba.,ne
la afición,koníček,11285,Hoy necesito la afición.,Dnes potřebuji koníček.,ne
la afición,hobby,11286,Aquí está la afición.,Tady je hobby.,ne
aficionar,oblíbit si,11287,No es fácil aficionar al principio.,Na začátku není snadné oblíbit si.,ne
aficionar,vzbudit náklonost,11288,Es importante aficionar cada día.,Je důležité vzbudit náklonost každý den.,ne
Qué demonios es eso? / haces?,Co to k čertu je? / Co to k čertu děláš?,11289,En esta frase usamos Qué demonios es eso?.,V této větě používáme Co to k čertu je?.,ne
ponzoñoso,jedovatý,11290,El resultado es ponzoñoso.,Výsledek je jedovatý.,ne
ponzoñoso,jízlivý,11291,Todo está ponzoñoso hoy.,Dnes je všechno jízlivý.,ne
ponzoñoso,zlomyslný,11292,El resultado es ponzoñoso.,Výsledek je zlomyslný.,ne
atracar,přepadnout,11293,Es importante atracar cada día.,Je důležité přepadnout každý den.,ne
atracar,nacpat,11294,En clase aprendemos a atracar.,Ve třídě se učíme nacpat.,ne
atracar,přecpat,11295,Hoy intento atracar mejor.,Dnes se snažím přecpat lépe.,ne
la escoria,spodina společnosti,11296,En la foto veo la escoria.,Na fotce vidím spodina společnosti.,ne
la escoria,odpad,11297,En casa tenemos la escoria.,Doma máme odpad.,ne
la escoria,škvára,11298,En casa tenemos la escoria.,Doma máme škvára.,ne
la escoria,šunt,11299,En casa tenemos la escoria.,Doma máme šunt.,ne
rizado,kudrnatý,11300,El resultado es rizado.,Výsledek je kudrnatý.,ne
rizado,zvlněný,11301,Hoy me siento rizado.,Dnes se cítím zvlněný.,ne
inquirir,zjišťovat,11302,Hoy intento inquirir mejor.,Dnes se snažím zjišťovat lépe.,ne
inquirir,vyšetřovat,11303,Es importante inquirir cada día.,Je důležité vyšetřovat každý den.,ne
el meñique,malíček,11304,Hoy necesito el meñique.,Dnes potřebuji malíček.,ne
el meñique,drobonký,11305,En casa tenemos el meñique.,Doma máme drobonký.,ne
el jabalí / jabalí verrugoso,divočák,11306,En una conversación digo el jabalí.,V rozhovoru říkám divočák.,ne
el jabalí / jabalí verrugoso,divoký kanec / prase bradavičnaté,11307,En esta frase usamos el jabalí.,V této větě používáme divoký kanec.,ne
la verruga,bradavice,11308,En la foto veo la verruga.,Na fotce vidím bradavice.,ne
la aldaba,klepadlo,11309,En casa tenemos la aldaba.,Doma máme klepadlo.,ne
la aldaba,kruh,11310,En casa tenemos la aldaba.,Doma máme kruh.,ne
la aldaba,petlice,11311,Aquí está la aldaba.,Tady je petlice.,ne
desorbitan,vytřeštit,11312,En mi diálogo de hoy digo desorbitan.,V mém dnešním dialogu říkám vytřeštit.,ne
desorbitan,lézt z důlků,11313,En mi diálogo de hoy digo desorbitan.,V mém dnešním dialogu říkám lézt z důlků.,ne
desorbitan,vychýlit z dráhy,11314,Hoy usamos la palabra desorbitan en clase.,Dnes ve třídě používáme slovo vychýlit z dráhy.,ne
agonizar / agonizante,být v agónii,11315,Hoy intento agonizar mejor.,Dnes se snažím být v agónii lépe.,ne
agonizar / agonizante,umírat,11316,En clase aprendemos a agonizar.,Ve třídě se učíme umírat.,ne
agonizar / agonizante,skomírat / skomírající,11317,Hoy intento agonizar mejor.,Dnes se snažím skomírat lépe.,ne
acatar,dodržovat,11318,No es fácil acatar al principio.,Na začátku není snadné dodržovat.,ne
acatar,přijmout,11319,Hoy intento acatar mejor.,Dnes se snažím přijmout lépe.,ne
acatar,podrobit se,11320,Hoy intento acatar mejor.,Dnes se snažím podrobit se lépe.,ne
el aro,kroužek,11321,Aquí está el aro.,Tady je kroužek.,ne
el aro,prstenec,11322,En casa tenemos el aro.,Doma máme prstenec.,ne
el aro,obruč,11323,En la foto veo el aro.,Na fotce vidím obruč.,ne
la antorcha (olímpica),pochodeň,11324,Hoy escucho la antorcha en clase.,Dnes ve třídě slyším pochodeň.,ne
la antorcha (olímpica),louč (olympijská pochodeň),11325,En una conversación digo la antorcha.,V rozhovoru říkám louč.,ne
estar a salvo de / contra alg(n),být v bezpečí před kým/čím,11326,Hoy escucho estar a salvo de en clase.,Dnes ve třídě slyším být v bezpečí před kým.,ne
dar un portazo,bouchnout dveřmi,11327,En una conversación digo dar un portazo.,V rozhovoru říkám bouchnout dveřmi.,ne
el cometido,úkol,11328,Aquí está el cometido.,Tady je úkol.,ne
el cometido,úloha,11329,En la foto veo el cometido.,Na fotce vidím úloha.,ne
el cometido,pověření,11330,Hoy necesito el cometido.,Dnes potřebuji pověření.,ne
el cometido,spáchaný,11331,En la foto veo el cometido.,Na fotce vidím spáchaný.,ne
la tapadera,víko,11332,Aquí está la tapadera.,Tady je víko.,ne
la tapadera,poklop,11333,Hoy necesito la tapadera.,Dnes potřebuji poklop.,ne
la tapadera,poklice,11334,Hoy necesito la tapadera.,Dnes potřebuji poklice.,ne
la tapadera,zástěrka,11335,En la foto veo la tapadera.,Na fotce vidím zástěrka.,ne
la tapadera,kamufláž,11336,Hoy necesito la tapadera.,Dnes potřebuji kamufláž.,ne
el halago,lichotka,11337,Hoy necesito el halago.,Dnes potřebuji lichotka.,ne
el halago,pochlebování,11338,En la foto veo el halago.,Na fotce vidím pochlebování.,ne
pudiente,zámožný,11339,La situación parece pudiente.,Situace působí zámožný.,ne
pudiente,zazobaný,11340,El resultado es pudiente.,Výsledek je zazobaný.,ne
halar,táhnout,11341,Es importante halar cada día.,Je důležité táhnout každý den.,ne
halar,vléci,11342,Hoy intento halar mejor.,Dnes se snažím vléci lépe.,ne
adentrar,uvést,11343,En clase aprendemos a adentrar.,Ve třídě se učíme uvést.,ne
adentrar,proniknout,11344,Hoy intento adentrar mejor.,Dnes se snažím proniknout lépe.,ne
adentrar,zasvětit,11345,Es importante adentrar cada día.,Je důležité zasvětit každý den.,ne
adentrar,prohloubit,11346,Es importante adentrar cada día.,Je důležité prohloubit každý den.,ne
el pedigrí / perro con pedigrí,původ,11347,Hoy escucho el pedigrí en clase.,Dnes ve třídě slyším původ.,ne
el pedigrí / perro con pedigrí,rodokmen / pes s rodokmenem,11348,En una conversación digo el pedigrí.,V rozhovoru říkám rodokmen.,ne
cuadrar,odpovídat,11349,No es fácil cuadrar al principio.,Na začátku není snadné odpovídat.,ne
cuadrar,pasovat,11350,No es fácil cuadrar al principio.,Na začátku není snadné pasovat.,ne
cuadrar,být v souladu,11351,En clase aprendemos a cuadrar.,Ve třídě se učíme být v souladu.,ne
ambulante / vendedor ambulante,kočovný,11352,Hoy escucho ambulante en clase.,Dnes ve třídě slyším kočovný.,ne
ambulante / vendedor ambulante,podomní / podomní obchodník,11353,Hoy escucho ambulante en clase.,Dnes ve třídě slyším podomní.,ne
el eslabón,spojovací článek,11354,Aquí está el eslabón.,Tady je spojovací článek.,ne
el eslabón,článek řetězu apod.,11355,En la foto veo el eslabón.,Na fotce vidím článek řetězu apod.,ne
el predominio,převaha,11356,En casa tenemos el predominio.,Doma máme převaha.,ne
el predominio,přesila,11357,En la foto veo el predominio.,Na fotce vidím přesila.,ne
el predominio,nadvláda,11358,Hoy necesito el predominio.,Dnes potřebuji nadvláda.,ne
sobrevenir,přijít,11359,En clase aprendemos a sobrevenir.,Ve třídě se učíme přijít.,ne
sobrevenir,objevit se,11360,No es fácil sobrevenir al principio.,Na začátku není snadné objevit se.,ne
sobrevenir,zjevit se,11361,Es importante sobrevenir cada día.,Je důležité zjevit se každý den.,ne
a fin de cuentas,koneckonců,11362,En esta situación uso a fin de cuentas.,V této situaci používám koneckonců.,ne
prófugo,uprchlík,11363,La situación parece prófugo.,Situace působí uprchlík.,ne
prófugo,dezertér,11364,El resultado es prófugo.,Výsledek je dezertér.,ne
prófugo,prchající,11365,Hoy me siento prófugo.,Dnes se cítím prchající.,ne
el señuelo,vábnička,11366,En casa tenemos el señuelo.,Doma máme vábnička.,ne
el señuelo,návnada,11367,En casa tenemos el señuelo.,Doma máme návnada.,ne
el señuelo,lákadlo,11368,En la foto veo el señuelo.,Na fotce vidím lákadlo.,ne
prender,vzít,11369,En clase aprendemos a prender.,Ve třídě se učíme vzít.,ne
prender,uchopit,11370,En clase aprendemos a prender.,Ve třídě se učíme uchopit.,ne
prender,zajmout,11371,Hoy intento prender mejor.,Dnes se snažím zajmout lépe.,ne
desvariar,blouznit,11372,Hoy intento desvariar mejor.,Dnes se snažím blouznit lépe.,ne
desvariar,třeštit,11373,Es importante desvariar cada día.,Je důležité třeštit každý den.,ne
desvariar,mluvit nesmysly,11374,Es importante desvariar cada día.,Je důležité mluvit nesmysly každý den.,ne
la disyuntiva,dilema,11375,En casa tenemos la disyuntiva.,Doma máme dilema.,ne
ten presente que,měj na paměti,11376,En esta frase usamos ten presente que.,V této větě používáme měj na paměti.,ne
alterado,pozměněný,11377,Hoy me siento alterado.,Dnes se cítím pozměněný.,ne
alterado,zneklidněný,11378,La situación parece alterado.,Situace působí zneklidněný.,ne
encajonado,směstnaný,11379,El resultado es encajonado.,Výsledek je směstnaný.,ne
encajonado,natlačený,11380,Hoy me siento encajonado.,Dnes se cítím natlačený.,ne
encajonado,zabalený (do krabice),11381,Todo está encajonado hoy.,Dnes je všechno zabalený.,ne
la penumbra,šero,11382,En la foto veo la penumbra.,Na fotce vidím šero.,ne
la penumbra,polostín,11383,Aquí está la penumbra.,Tady je polostín.,ne
la penumbra,přítmí,11384,En casa tenemos la penumbra.,Doma máme přítmí.,ne
la maceta,květináč,11385,Aquí está la maceta.,Tady je květináč.,ne
el mostrador,bar,11386,En la foto veo el mostrador.,Na fotce vidím bar.,ne
el mostrador,pult,11387,En la foto veo el mostrador.,Na fotce vidím pult.,ne
el mostrador,ukazatel,11388,En casa tenemos el mostrador.,Doma máme ukazatel.,ne
feroz,zuřivý,11389,Hoy usamos la palabra feroz en clase.,Dnes ve třídě používáme slovo zuřivý.,ne
feroz,divoký,11390,En una frase simple aparece feroz.,V jednoduché větě se objevuje divoký.,ne
feroz,strašný,11391,Hoy usamos la palabra feroz en clase.,Dnes ve třídě používáme slovo strašný.,ne
feroz,krutý,11392,En una frase simple aparece feroz.,V jednoduché větě se objevuje krutý.,ne
la melena,hříva,11393,En casa tenemos la melena.,Doma máme hříva.,ne
la melena,vlasy,11394,Hoy necesito la melena.,Dnes potřebuji vlasy.,ne
el mechón,kadeř,11395,En la foto veo el mechón.,Na fotce vidím kadeř.,ne
el mechón,pramen vlasů,11396,Hoy necesito el mechón.,Dnes potřebuji pramen vlasů.,ne
la perspicacia,prozíravost,11397,Aquí está la perspicacia.,Tady je prozíravost.,ne
la perspicacia,předvídavost,11398,En la foto veo la perspicacia.,Na fotce vidím předvídavost.,ne
la perspicacia,bystrost,11399,Hoy necesito la perspicacia.,Dnes potřebuji bystrost.,ne
agazaparse,skrčit se,11400,En clase aprendemos a agazaparse.,Ve třídě se učíme skrčit se.,ne
agazaparse,schoulit se,11401,En clase aprendemos a agazaparse.,Ve třídě se učíme schoulit se.,ne
agazaparse,schovat se,11402,En clase aprendemos a agazaparse.,Ve třídě se učíme schovat se.,ne
rasgado,podlouhlý,11403,La situación parece rasgado.,Situace působí podlouhlý.,ne
rasgado,protáhlý,11404,Hoy me siento rasgado.,Dnes se cítím protáhlý.,ne
rasgado,roztržený,11405,El resultado es rasgado.,Výsledek je roztržený.,ne
la cháchara,tlachy,11406,Hoy necesito la cháchara.,Dnes potřebuji tlachy.,ne
la cháchara,kecy,11407,En casa tenemos la cháchara.,Doma máme kecy.,ne
la cháchara,veteš,11408,En la foto veo la cháchara.,Na fotce vidím veteš.,ne
ilegible,nečitelný,11409,Hoy me siento ilegible.,Dnes se cítím nečitelný.,ne
las vacas flacas,hubená léta,11410,En una conversación digo las vacas flacas.,V rozhovoru říkám hubená léta.,ne
enjugar,otřít,11411,Es importante enjugar cada día.,Je důležité otřít každý den.,ne
enjugar,vytřít,11412,En clase aprendemos a enjugar.,Ve třídě se učíme vytřít.,ne
enjugar,setřít,11413,Es importante enjugar cada día.,Je důležité setřít každý den.,ne
entrelazar,zaplést,11414,No es fácil entrelazar al principio.,Na začátku není snadné zaplést.,ne
entrelazar,proplést,11415,Hoy intento entrelazar mejor.,Dnes se snažím proplést lépe.,ne
entrelazar,spojit,11416,Es importante entrelazar cada día.,Je důležité spojit každý den.,ne
el augurio / buen augurio,znamení,11417,En esta frase usamos el augurio.,V této větě používáme znamení.,ne
el augurio / buen augurio,předzvěst / dobré znamení,11418,En una conversación digo el augurio.,V rozhovoru říkám předzvěst.,ne
la condena,trest,11419,Hoy necesito la condena.,Dnes potřebuji trest.,ne
la condena,rozsudek,11420,Aquí está la condena.,Tady je rozsudek.,ne
la condena,odsouzení,11421,En la foto veo la condena.,Na fotce vidím odsouzení.,ne
dictar la condena / condena a muerte,vynést rozsudek / rozsudek smrti,11422,En esta situación uso dictar la condena.,V této situaci používám vynést rozsudek.,ne
condenar / condenado,odsoudit / odsouzený,11423,Hoy intento condenar mejor.,Dnes se snažím odsoudit lépe.,ne
condenar / condenado,odsouzenec,11424,No es fácil condenar al principio.,Na začátku není snadné odsouzenec.,ne
vecino / vecina / avecinar,soused/ka,11425,En esta situación uso vecino.,V této situaci používám soused.,ne
vecino / vecina / avecinar,sousední / blížit se,11426,En esta frase usamos vecino.,V této větě používáme sousední.,ne
vecino / vecina / avecinar,přiblížit se,11427,Hoy escucho vecino en clase.,Dnes ve třídě slyším přiblížit se.,ne
ineludible / inevitable,nevyhnutelný,11428,En una conversación digo ineludible.,V rozhovoru říkám nevyhnutelný.,ne
ineludible / inevitable,neodvratný,11429,En esta frase usamos ineludible.,V této větě používáme neodvratný.,ne
indispensable,nezbytný,11430,La situación parece indispensable.,Situace působí nezbytný.,ne
indispensable,nevyhnutelný,11431,Hoy me siento indispensable.,Dnes se cítím nevyhnutelný.,ne
indispensable,nenahraditelný,11432,Todo está indispensable hoy.,Dnes je všechno nenahraditelný.,ne
imprescindible,nezbytný,11433,La situación parece imprescindible.,Situace působí nezbytný.,ne
imprescindible,nepostradatelný,11434,El resultado es imprescindible.,Výsledek je nepostradatelný.,ne
el capullo,poupě,11435,En la foto veo el capullo.,Na fotce vidím poupě.,ne
épico,epický,11436,El resultado es épico.,Výsledek je epický.,ne
épico,hrdinský,11437,Hoy me siento épico.,Dnes se cítím hrdinský.,ne
épico,ohromný,11438,La situación parece épico.,Situace působí ohromný.,ne
el disolvente,rozpouštědlo,11439,En la foto veo el disolvente.,Na fotce vidím rozpouštědlo.,ne
el concentrado,koncentrovaný,11440,Hoy necesito el concentrado.,Dnes potřebuji koncentrovaný.,ne
el concentrado,koncentrát,11441,Hoy necesito el concentrado.,Dnes potřebuji koncentrát.,ne
ácido nucleico,nukleová kyselina,11442,Hoy me siento ácido nucleico.,Dnes se cítím nukleová kyselina.,ne
la verosimilitud,přesvědčivost,11443,Hoy necesito la verosimilitud.,Dnes potřebuji přesvědčivost.,ne
la verosimilitud,věrohodnost,11444,Aquí está la verosimilitud.,Tady je věrohodnost.,ne
verosímil,věrohodný,11445,Hoy usamos la palabra verosímil en clase.,Dnes ve třídě používáme slovo věrohodný.,ne
verosímil,pravděpodobný,11446,Hoy usamos la palabra verosímil en clase.,Dnes ve třídě používáme slovo pravděpodobný.,ne
el símil,přirovnání,11447,Aquí está el símil.,Tady je přirovnání.,ne
el símil,srovnání,11448,En la foto veo el símil.,Na fotce vidím srovnání.,ne
inverosímil (improbable),nepravděpodobný,11449,En esta situación uso inverosímil.,V této situaci používám nepravděpodobný.,ne
inverosímil (improbable),málo pravděpodobný,11450,En esta situación uso inverosímil.,V této situaci používám málo pravděpodobný.,ne
exhibir,předvádět,11451,En clase aprendemos a exhibir.,Ve třídě se učíme předvádět.,ne
exhibir,vystavovat,11452,Hoy intento exhibir mejor.,Dnes se snažím vystavovat lépe.,ne
exhibir,projevit,11453,En clase aprendemos a exhibir.,Ve třídě se učíme projevit.,ne
sintonizar,vyladit,11454,No es fácil sintonizar al principio.,Na začátku není snadné vyladit.,ne
sintonizar,naladit,11455,No es fácil sintonizar al principio.,Na začátku není snadné naladit.,ne
sintonizar,být na stejné vlně,11456,No es fácil sintonizar al principio.,Na začátku není snadné být na stejné vlně.,ne
explicar / dilucidar,vysvětlit,11457,Hoy intento explicar mejor.,Dnes se snažím vysvětlit lépe.,ne
explicar / dilucidar,objasnit,11458,Es importante explicar cada día.,Je důležité objasnit každý den.,ne
esclarecer,objasnit,11459,No es fácil esclarecer al principio.,Na začátku není snadné objasnit.,ne
esclarecer,vyjasnit,11460,Hoy intento esclarecer mejor.,Dnes se snažím vyjasnit lépe.,ne
esclarecer,vysvětlit,11461,Es importante esclarecer cada día.,Je důležité vysvětlit každý den.,ne
esclarecer,osvítit,11462,Es importante esclarecer cada día.,Je důležité osvítit každý den.,ne
congénere,stejnorodý,11463,Hoy usamos la palabra congénere en clase.,Dnes ve třídě používáme slovo stejnorodý.,ne
congénere,jedinci stejného druhu,11464,En una frase simple aparece congénere.,V jednoduché větě se objevuje jedinci stejného druhu.,ne
tocayo,jmenovec,11465,Todo está tocayo hoy.,Dnes je všechno jmenovec.,ne
la risotada,chechot,11466,En la foto veo la risotada.,Na fotce vidím chechot.,ne
la risotada,výbuch smíchu,11467,Aquí está la risotada.,Tady je výbuch smíchu.,ne
exasperar / exasperado,podráždit,11468,No es fácil exasperar al principio.,Na začátku není snadné podráždit.,ne
exasperar / exasperado,rozčílit,11469,Hoy intento exasperar mejor.,Dnes se snažím rozčílit lépe.,ne
exasperar / exasperado,popudit,11470,Es importante exasperar cada día.,Je důležité popudit každý den.,ne
