ES,CZ,Order,Sentence,SentenceT,L
el poste,sloup,8916,Pues uso la palabra «el poste» en una frase.,"Dobře, dnes procvičuji slovo „sloup“.",ne
el poste,tyč,8917,Anoche recuerdo bien la palabra «el poste».,"Představ si, si dobře pamatuji slovo „tyč“.",ne
pudrir / pudrirse,rozložit (organickou hmotu) / shnít,8918,"Sabes, escucho la palabra «pudrir / pudrirse» en clase.","Poslouchej, používám slovo „rozložit (organickou hmotu) / shnít“ ve větě.",ne
pudrir / pudrirse,zkazit se,8919,Entonces practico hoy la palabra «pudrir / pudrirse».,"Víš, píšu „zkazit se“ do sešitu.",ne
el acrónimo,akronym (slabičná zkratka),8920,Anoche escribo «el acrónimo» en mi cuaderno.,Dnes slyším slovo „akronym (slabičná zkratka)“ ve třídě.,ne
el requesón,tvaroh,8921,"Imagínate, digo «el requesón» y todos entienden.",Dnes dnes procvičuji slovo „tvaroh“.,ne
la adormidera,mák,8922,Entonces recuerdo bien la palabra «la adormidera».,"Jasně, řeknu „mák“ a všichni rozumí.",ne
huérfano,sirotek,8923,"Imagínate, practico hoy la palabra «huérfano».",Konečně si dobře pamatuji slovo „sirotek“.,ne
huérfano,osiřelý,8924,En serio practico hoy la palabra «huérfano».,Vždy píšu „osiřelý“ do sešitu.,ne
expedir,zaslat,8925,Anoche practico hoy la palabra «expedir».,"Víš, řeknu „zaslat“ a všichni rozumí.",ne
expedir,poslat,8926,A veces practico hoy la palabra «expedir».,Najednou slyším slovo „poslat“ ve třídě.,ne
expedir,vydat,8927,"Bueno, uso la palabra «expedir» en una frase.",Včera večer si dobře pamatuji slovo „vydat“.,ne
expedir,vystavit,8928,"Vale, uso la palabra «expedir» en una frase.",Skoro nikdy řeknu „vystavit“ a všichni rozumí.,ne
"currículum vítae, el currículo, la biografía",životopis,8929,"Esta mañana uso la palabra «currículum vítae, el currículo, la biografía» en una frase.","Tak, si dobře pamatuji slovo „životopis“.",ne
el manto,plášť (i zemský),8930,De repente escribo «el manto» en mi cuaderno.,Vždy řeknu „plášť (i zemský)“ a všichni rozumí.,ne
el manto,přehoz,8931,"Imagínate, escucho la palabra «el manto» en clase.",Včera večer slyším slovo „přehoz“ ve třídě.,ne
el manto,závoj,8932,Esta mañana escribo «el manto» en mi cuaderno.,Vždy používám slovo „závoj“ ve větě.,ne
abuchear,vypískat,8933,"Claro, practico hoy la palabra «abuchear».","Tak, dnes procvičuji slovo „vypískat“.",ne
los paréntesis / encerrar entre paréntesis,závorky / dát do závorky,8934,De repente recuerdo bien la palabra «los paréntesis / encerrar entre paréntesis».,Včera večer řeknu „závorky / dát do závorky“ a všichni rozumí.,ne
encerrar,zavřít,8935,"Claro, escucho la palabra «encerrar» en clase.","Hele, řeknu „zavřít“ a všichni rozumí.",ne
encerrar,uvěznit,8936,"Dime, uso la palabra «encerrar» en una frase.",Dnes ráno píšu „uvěznit“ do sešitu.,ne
encerrar,obsahovat,8937,"Oye, practico hoy la palabra «encerrar».",Teď slyším slovo „obsahovat“ ve třídě.,ne
el bachillerato,maturita,8938,Casi nunca uso la palabra «el bachillerato» en una frase.,Dnes si dobře pamatuji slovo „maturita“.,ne
la blusa,blůza,8939,"Vale, practico hoy la palabra «la blusa».",Včera večer dnes procvičuji slovo „blůza“.,ne
el carpintero,tesař,8940,"Sabes, digo «el carpintero» y todos entienden.",Skoro nikdy používám slovo „tesař“ ve větě.,ne
el agente comercial,obchodní zástupce,8941,"Claro, digo «el agente comercial» y todos entienden.",No řeknu „obchodní zástupce“ a všichni rozumí.,ne
contratar,najmout,8942,"Imagínate, practico hoy la palabra «contratar».",Někdy slyším slovo „najmout“ ve třídě.,ne
contratar,zaměstnat,8943,Pues practico hoy la palabra «contratar».,Vždy píšu „zaměstnat“ do sešitu.,ne
curar,léčit,8944,Esta mañana digo «curar» y todos entienden.,Najednou slyším slovo „léčit“ ve třídě.,ne
curar,zahojit,8945,Esta mañana escucho la palabra «curar» en clase.,Konečně si dobře pamatuji slovo „zahojit“.,ne
curar,nasolit maso,8946,"Bueno, practico hoy la palabra «curar».",Dnes používám slovo „nasolit maso“ ve větě.,ne
la dirección,adresa,8947,"Bueno, practico hoy la palabra «la dirección».","Víš, dnes procvičuji slovo „adresa“.",ne
la dirección,směr,8948,"Dime, practico hoy la palabra «la dirección».","Představ si, dnes procvičuji slovo „směr“.",ne
la dirección,dráha,8949,Anoche recuerdo bien la palabra «la dirección».,Skoro nikdy používám slovo „dráha“ ve větě.,ne
la dirección,vedení podniku,8950,De repente uso la palabra «la dirección» en una frase.,Dnes ráno řeknu „vedení podniku“ a všichni rozumí.,ne
dominar,vládnout,8951,Hoy uso la palabra «dominar» en una frase.,Vždy slyším slovo „vládnout“ ve třídě.,ne
dominar,ovládat,8952,"Imagínate, practico hoy la palabra «dominar».","Řekni, používám slovo „ovládat“ ve větě.",ne
dominar,zvládnout,8953,Casi nunca digo «dominar» y todos entienden.,Včera večer dnes procvičuji slovo „zvládnout“.,ne
la educación / el instituto de educación secundaria,výchova,8954,Casi nunca practico hoy la palabra «la educación / el instituto de educación secundaria».,Teď slyším slovo „výchova“ ve třídě.,ne
la educación / el instituto de educación secundaria,školství / střední škola,8955,Esta mañana recuerdo bien la palabra «la educación / el instituto de educación secundaria».,"Řekni, píšu „školství / střední škola“ do sešitu.",ne
el fontanero,instalatér,8956,"Imagínate, practico hoy la palabra «el fontanero».",Najednou píšu „instalatér“ do sešitu.,ne
la formación (académica),tvarování,8957,De repente digo «la formación (académica)» y todos entienden.,Teď píšu „tvarování“ do sešitu.,ne
la formación (académica),formování (vzdělání),8958,"Claro, practico hoy la palabra «la formación (académica)».","Tak, používám slovo „formování (vzdělání)“ ve větě.",ne
la furgoneta,dodávka,8959,Ahora practico hoy la palabra «la furgoneta».,"Hele, slyším slovo „dodávka“ ve třídě.",ne
la furgoneta,dodávkový vůz,8960,Anoche escribo «la furgoneta» en mi cuaderno.,Takže si dobře pamatuji slovo „dodávkový vůz“.,ne
menos mal que,ještě štěstí,8961,Casi nunca recuerdo bien la palabra «menos mal que».,Skoro nikdy slyším slovo „ještě štěstí“ ve třídě.,ne
menos mal que,že,8962,Pues escribo «menos mal que» en mi cuaderno.,Konečně píšu „že“ do sešitu.,ne
el traje de chaqueta,kostým,8963,Hoy escucho la palabra «el traje de chaqueta» en clase.,Vážně řeknu „kostým“ a všichni rozumí.,ne
no te pongas nervioso,nebuď nervózní,8964,A veces uso la palabra «no te pongas nervioso» en una frase.,"Poslouchej, píšu „nebuď nervózní“ do sešitu.",ne
hacer preguntas a algn,ptát se koho,8965,Siempre uso la palabra «hacer preguntas a algn» en una frase.,"Víš, řeknu „ptát se koho“ a všichni rozumí.",ne
venir (llegar) haciendo (libovolné gerundium),dělat něco po dlouhou dobu,8966,Hoy escribo «venir (llegar) haciendo (libovolné gerundium)» en mi cuaderno.,"Víš, slyším slovo „dělat něco po dlouhou dobu“ ve třídě.",ne
¿A quién le toca (el turno)? Me toca a mí.,Kdo je teď na řadě (další)? Teď se na řadě já.,8967,Esta mañana uso la palabra «¿A quién le toca (el turno)? Me toca a mí.» en una frase.,Najednou slyším slovo „Kdo je teď na řadě (další)? Teď se na řadě já.“ ve třídě.,ne
el bautismo de fuego / ¡Zapatero a tus zapatos!,křest ohněm / ševče drž se kopyta,8968,Esta mañana recuerdo bien la palabra «el bautismo de fuego / ¡Zapatero a tus zapatos!».,"Poslouchej, slyším slovo „křest ohněm / ševče drž se kopyta“ ve třídě.",ne
mediar (por algn ante algn),zprostředkovat,8969,Ahora recuerdo bien la palabra «mediar (por algn ante algn)».,Vážně píšu „zprostředkovat“ do sešitu.,ne
mediar (por algn ante algn),zakročit (přimluvit se za co u koho),8970,De repente escribo «mediar (por algn ante algn)» en mi cuaderno.,"Řekni, řeknu „zakročit (přimluvit se za co u koho)“ a všichni rozumí.",ne
"emparedar, tapiar",zazdít,8971,"Bueno, escribo «emparedar, tapiar» en mi cuaderno.",Včera večer používám slovo „zazdít“ ve větě.,ne
el / la escolta,ozbrojený doprovod,8972,Hoy uso la palabra «el / la escolta» en una frase.,Dnes ráno dnes procvičuji slovo „ozbrojený doprovod“.,ne
el / la escolta,ochranka,8973,Entonces escribo «el / la escolta» en mi cuaderno.,Vážně si dobře pamatuji slovo „ochranka“.,ne
el / la escolta,člen(ka) ochranky,8974,"Oye, escribo «el / la escolta» en mi cuaderno.","Dobře, slyším slovo „člen(ka) ochranky“ ve třídě.",ne
la maleza,plevel,8975,En serio recuerdo bien la palabra «la maleza».,Někdy píšu „plevel“ do sešitu.,ne
la maleza,houští,8976,Esta mañana escribo «la maleza» en mi cuaderno.,"Tak, píšu „houští“ do sešitu.",ne
la caseta de perro / la choza,psí bouda / chýše,8977,Siempre uso la palabra «la caseta de perro / la choza» en una frase.,"Představ si, slyším slovo „psí bouda / chýše“ ve třídě.",ne
la caseta de perro / la choza,chatrč,8978,"Sabes, digo «la caseta de perro / la choza» y todos entienden.","Tak, používám slovo „chatrč“ ve větě.",ne
la caseta de perro / la choza,pastouška,8979,"Bueno, escucho la palabra «la caseta de perro / la choza» en clase.",Takže řeknu „pastouška“ a všichni rozumí.,ne
la brida / ir a toda brida,uzda / jet jako o závod,8980,"Mira, digo «la brida / ir a toda brida» y todos entienden.","Poslouchej, píšu „uzda / jet jako o závod“ do sešitu.",ne
el hidromiel,medovina,8981,"Bueno, escucho la palabra «el hidromiel» en clase.","Hele, píšu „medovina“ do sešitu.",ne
hechicero,čarovný,8982,Siempre digo «hechicero» y todos entienden.,"Hele, si dobře pamatuji slovo „čarovný“.",ne
hechicero,kouzelný,8983,De repente recuerdo bien la palabra «hechicero».,Skoro nikdy slyším slovo „kouzelný“ ve třídě.,ne
hechicero,čaroděj,8984,Ahora practico hoy la palabra «hechicero».,Včera večer si dobře pamatuji slovo „čaroděj“.,ne
el oráculo,věštba,8985,Casi nunca escribo «el oráculo» en mi cuaderno.,Dnes ráno si dobře pamatuji slovo „věštba“.,ne
el oráculo,věštírna,8986,Esta mañana recuerdo bien la palabra «el oráculo».,Dnes používám slovo „věštírna“ ve větě.,ne
"negar, 1.niego",popřít,8987,"Ahora escucho la palabra «negar, 1.niego» en clase.","Hele, řeknu „popřít“ a všichni rozumí.",ne
"negar, 1.niego",odmítnout,8988,"Pues recuerdo bien la palabra «negar, 1.niego».",Včera večer řeknu „odmítnout“ a všichni rozumí.,ne
la blasfemia,rouhání,8989,"Vale, escribo «la blasfemia» en mi cuaderno.","Řekni, dnes procvičuji slovo „rouhání“.",ne
el conjuro,zaklínadlo,8990,"Vale, digo «el conjuro» y todos entienden.",Včera večer slyším slovo „zaklínadlo“ ve třídě.,ne
forjar,kovat,8991,A veces uso la palabra «forjar» en una frase.,Vždy používám slovo „kovat“ ve větě.,ne
forjar,ukovat,8992,Anoche recuerdo bien la palabra «forjar».,Takže slyším slovo „ukovat“ ve třídě.,ne
forjar,vymyslet,8993,"Imagínate, uso la palabra «forjar» en una frase.","Hele, si dobře pamatuji slovo „vymyslet“.",ne
forjar,vytvořit,8994,Casi nunca escucho la palabra «forjar» en clase.,Vážně slyším slovo „vytvořit“ ve třídě.,ne
el mérito,zásluha,8995,"Mira, escribo «el mérito» en mi cuaderno.",Včera večer slyším slovo „zásluha“ ve třídě.,ne
acceder (ceder = ustoupit),přistoupit na něco,8996,Esta mañana uso la palabra «acceder (ceder = ustoupit)» en una frase.,"Jasně, slyším slovo „přistoupit na něco“ ve třídě.",ne
acceder (ceder = ustoupit),svolit,8997,Entonces recuerdo bien la palabra «acceder (ceder = ustoupit)».,Dnes ráno si dobře pamatuji slovo „svolit“.,ne
acceder (ceder = ustoupit),vyhovět,8998,Esta mañana escribo «acceder (ceder = ustoupit)» en mi cuaderno.,No slyším slovo „vyhovět“ ve třídě.,ne
congraciar a / congraciarse con,zavděčit se,8999,Anoche escucho la palabra «congraciar a / congraciarse con» en clase.,Dnes ráno si dobře pamatuji slovo „zavděčit se“.,ne
congraciar a / congraciarse con,zalíbit se,9000,Por fin practico hoy la palabra «congraciar a / congraciarse con».,"Víš, píšu „zalíbit se“ do sešitu.",ne
congraciar a / congraciarse con,získat si přízeň,9001,"Mira, uso la palabra «congraciar a / congraciarse con» en una frase.",Dnes píšu „získat si přízeň“ do sešitu.,ne
burlarse de / la burla,vysmívat se komu / posměch,9002,"Sabes, digo «burlarse de / la burla» y todos entienden.",Teď řeknu „vysmívat se komu / posměch“ a všichni rozumí.,ne
burlarse de / la burla,výsměch,9003,Siempre digo «burlarse de / la burla» y todos entienden.,Vždy používám slovo „výsměch“ ve větě.,ne
la dote (para),věno,9004,Esta mañana practico hoy la palabra «la dote (para)».,Dnes řeknu „věno“ a všichni rozumí.,ne
la dote (para),výbava,9005,Pues digo «la dote (para)» y todos entienden.,Dnes ráno slyším slovo „výbava“ ve třídě.,ne
la dote (para),nadání,9006,Hoy escucho la palabra «la dote (para)» en clase.,"Poslouchej, slyším slovo „nadání“ ve třídě.",ne
la dote (para),vlohy (pro),9007,Pues escucho la palabra «la dote (para)» en clase.,Někdy dnes procvičuji slovo „vlohy (pro)“.,ne
trinchar / trocear,porcovat,9008,"Mira, uso la palabra «trinchar / trocear» en una frase.","Víš, řeknu „porcovat“ a všichni rozumí.",ne
trinchar / trocear,naporcovat,9009,"Dime, recuerdo bien la palabra «trinchar / trocear».","Hele, si dobře pamatuji slovo „naporcovat“.",ne
el hormigón,beton,9010,Siempre practico hoy la palabra «el hormigón».,Vždy dnes procvičuji slovo „beton“.,ne
los parachoques,nárazník,9011,Siempre escucho la palabra «los parachoques» en clase.,Dnes ráno používám slovo „nárazník“ ve větě.,ne
la suela,podrážka,9012,Anoche escribo «la suela» en mi cuaderno.,Včera večer řeknu „podrážka“ a všichni rozumí.,ne
dilatar,prodloužit,9013,"Dime, escucho la palabra «dilatar» en clase.",Včera večer si dobře pamatuji slovo „prodloužit“.,ne
dilatar,roztáhnout,9014,"Dime, recuerdo bien la palabra «dilatar».",Někdy používám slovo „roztáhnout“ ve větě.,ne
dilatar,rozpínat,9015,A veces escribo «dilatar» en mi cuaderno.,Vždy používám slovo „rozpínat“ ve větě.,ne
el fresno (Fraxinus latinsky),jasan (chceš topůrko mám jasno - použij fresno),9016,"Claro, escucho la palabra «el fresno (Fraxinus latinsky)» en clase.","Poslouchej, dnes procvičuji slovo „jasan (chceš topůrko mám jasno - použij fresno)“.",ne
la amígdala,krční mandle,9017,Pues practico hoy la palabra «la amígdala».,Takže dnes procvičuji slovo „krční mandle“.,ne
la espiga / espigarse,klas / růst jako z vody,9018,"Imagínate, escribo «la espiga / espigarse» en mi cuaderno.","Hele, píšu „klas / růst jako z vody“ do sešitu.",ne
ralentizar,zpomalit,9019,"Dime, uso la palabra «ralentizar» en una frase.",Vážně řeknu „zpomalit“ a všichni rozumí.,ne
ralentizar,zpomalovat,9020,"Vale, recuerdo bien la palabra «ralentizar».","Dobře, píšu „zpomalovat“ do sešitu.",ne
la pólvora,střelný prach,9021,Esta mañana practico hoy la palabra «la pólvora».,No si dobře pamatuji slovo „střelný prach“.,ne
la genealogía,rodokmen,9022,Siempre recuerdo bien la palabra «la genealogía».,Skoro nikdy dnes procvičuji slovo „rodokmen“.,ne
etiológico,etiologický (soustavně hledající příčiny - filozofie,9023,Por fin uso la palabra «etiológico» en una frase.,Vážně řeknu „etiologický (soustavně hledající příčiny - filozofie“ a všichni rozumí.,ne
etiológico,psychologie,9024,"Vale, recuerdo bien la palabra «etiológico».",Někdy slyším slovo „psychologie“ ve třídě.,ne
etiológico,medicina),9025,"Sabes, digo «etiológico» y todos entienden.",Vážně dnes procvičuji slovo „medicina)“.,ne
"alusivo (aludir = dělat narážky, zmínit se, poukázat)",poukazující na co,9026,"Por fin digo «alusivo (aludir = dělat narážky, zmínit se, poukázat)» y todos entienden.",Vážně píšu „poukazující na co“ do sešitu.,ne
"alusivo (aludir = dělat narážky, zmínit se, poukázat)",zmiňující se o čem,9027,"De repente escribo «alusivo (aludir = dělat narážky, zmínit se, poukázat)» en mi cuaderno.",Vždy řeknu „zmiňující se o čem“ a všichni rozumí.,ne
"alusivo (aludir = dělat narážky, zmínit se, poukázat)",vztahující se k čemu,9028,"Esta mañana practico hoy la palabra «alusivo (aludir = dělat narážky, zmínit se, poukázat)».",Vážně používám slovo „vztahující se k čemu“ ve větě.,ne
la contradicción,rozpor,9029,A veces escucho la palabra «la contradicción» en clase.,Vážně píšu „rozpor“ do sešitu.,ne
la contradicción,protimluv,9030,Por fin practico hoy la palabra «la contradicción».,Vždy si dobře pamatuji slovo „protimluv“.,ne
discernir (distinguir),rozeznat,9031,Por fin escucho la palabra «discernir (distinguir)» en clase.,Teď používám slovo „rozeznat“ ve větě.,ne
discernir (distinguir),rozpoznat,9032,Anoche uso la palabra «discernir (distinguir)» en una frase.,Skoro nikdy dnes procvičuji slovo „rozpoznat“.,ne
discernir (distinguir),rozlišit,9033,"Oye, uso la palabra «discernir (distinguir)» en una frase.",Najednou píšu „rozlišit“ do sešitu.,ne
incoloro,bezbarvý,9034,"Vale, recuerdo bien la palabra «incoloro».",Někdy si dobře pamatuji slovo „bezbarvý“.,ne
retroceder,couvnout,9035,Pues practico hoy la palabra «retroceder».,"Představ si, slyším slovo „couvnout“ ve třídě.",ne
retroceder,ustoupit,9036,"Bueno, escribo «retroceder» en mi cuaderno.",Najednou si dobře pamatuji slovo „ustoupit“.,ne
resurrección,zmrtvýchvstání,9037,"Oye, escribo «resurrección» en mi cuaderno.",Vážně dnes procvičuji slovo „zmrtvýchvstání“.,ne
resurrección,vzkříšení,9038,Casi nunca recuerdo bien la palabra «resurrección».,Včera večer slyším slovo „vzkříšení“ ve třídě.,ne
el dirigible,vzducholoď,9039,A veces escucho la palabra «el dirigible» en clase.,"Představ si, řeknu „vzducholoď“ a všichni rozumí.",ne
la comadreja,lasička,9040,"Sabes, uso la palabra «la comadreja» en una frase.",Teď píšu „lasička“ do sešitu.,ne
allanar / allanar a algn el camino,urovnat,9041,En serio escucho la palabra «allanar / allanar a algn el camino» en clase.,Takže píšu „urovnat“ do sešitu.,ne
allanar / allanar a algn el camino,uvolnit,9042,"Mira, digo «allanar / allanar a algn el camino» y todos entienden.","Hele, dnes procvičuji slovo „uvolnit“.",ne
allanar / allanar a algn el camino,proklestit / vyšlapat komu cestičku,9043,Entonces escribo «allanar / allanar a algn el camino» en mi cuaderno.,"Dobře, slyším slovo „proklestit / vyšlapat komu cestičku“ ve třídě.",ne
ultimar,dokončit,9044,Siempre escucho la palabra «ultimar» en clase.,"Představ si, používám slovo „dokončit“ ve větě.",ne
ultimar,uzavřít,9045,Siempre uso la palabra «ultimar» en una frase.,Dnes si dobře pamatuji slovo „uzavřít“.,ne
ultimar,dodělat,9046,A veces uso la palabra «ultimar» en una frase.,Teď používám slovo „dodělat“ ve větě.,ne
el haz (la hoz = srp),svazek,9047,"Claro, escribo «el haz (la hoz = srp)» en mi cuaderno.",Někdy slyším slovo „svazek“ ve třídě.,ne
el haz (la hoz = srp),otep,9048,"Oye, digo «el haz (la hoz = srp)» y todos entienden.",Dnes používám slovo „otep“ ve větě.,ne
el haz (la hoz = srp),snop obilí,9049,"Sabes, uso la palabra «el haz (la hoz = srp)» en una frase.",Konečně řeknu „snop obilí“ a všichni rozumí.,ne
proseguir,pokračovat,9050,Esta mañana practico hoy la palabra «proseguir».,Teď dnes procvičuji slovo „pokračovat“.,ne
proseguir,trvat,9051,"Bueno, recuerdo bien la palabra «proseguir».","Hele, dnes procvičuji slovo „trvat“.",ne
el adversario,protivník,9052,De repente uso la palabra «el adversario» en una frase.,Konečně řeknu „protivník“ a všichni rozumí.,ne
el adversario,odpůrce,9053,Hoy escucho la palabra «el adversario» en clase.,Vždy řeknu „odpůrce“ a všichni rozumí.,ne
la partición,dělení,9054,A veces escribo «la partición» en mi cuaderno.,No řeknu „dělení“ a všichni rozumí.,ne
la partición,rozdělení,9055,Pues practico hoy la palabra «la partición».,"Víš, slyším slovo „rozdělení“ ve třídě.",ne
conditiones de partida / punto de partida,výchozí podmínky / výchozí bod,9056,"Dime, digo «conditiones de partida / punto de partida» y todos entienden.","Tak, píšu „výchozí podmínky / výchozí bod“ do sešitu.",ne
"incurrir en algo (recurrir = sáhnout k, uchýlit se k)",dopustit se čeho,9057,"Anoche escribo «incurrir en algo (recurrir = sáhnout k, uchýlit se k)» en mi cuaderno.","Víš, dnes procvičuji slovo „dopustit se čeho“.",ne
"incurrir en algo (recurrir = sáhnout k, uchýlit se k)",přivolat na sebe,9058,"Siempre escucho la palabra «incurrir en algo (recurrir = sáhnout k, uchýlit se k)» en clase.",Teď používám slovo „přivolat na sebe“ ve větě.,ne
la natación,plavání,9059,"Claro, uso la palabra «la natación» en una frase.",Konečně řeknu „plavání“ a všichni rozumí.,ne
"cobrar / ¿Me cobra, por favor?",brát,9060,"En serio digo «cobrar / ¿Me cobra, por favor?» y todos entienden.","Tak, řeknu „brát“ a všichni rozumí.",ne
"cobrar / ¿Me cobra, por favor?",zaplatit,9061,"Anoche digo «cobrar / ¿Me cobra, por favor?» y todos entienden.",Vážně píšu „zaplatit“ do sešitu.,ne
"cobrar / ¿Me cobra, por favor?",získat,9062,"Ahora digo «cobrar / ¿Me cobra, por favor?» y todos entienden.",Někdy používám slovo „získat“ ve větě.,ne
"cobrar / ¿Me cobra, por favor?",dosáhnout / Zaplatím. (v restauraci),9063,"Sabes, escribo «cobrar / ¿Me cobra, por favor?» en mi cuaderno.","Poslouchej, řeknu „dosáhnout / Zaplatím. (v restauraci)“ a všichni rozumí.",ne
¿Cuánto cobras al mes? / Cobro treinta mil al mes.,Kolik bereš měsíčně? / Beru třicet tisíc měsíčně.,9064,"Mira, recuerdo bien la palabra «¿Cuánto cobras al mes? / Cobro treinta mil al mes.».","Představ si, píšu „Kolik bereš měsíčně? / Beru třicet tisíc měsíčně.“ do sešitu.",ne
cobrar los gastos de envío y embalaje,účtovat poštovné a balné,9065,Casi nunca escucho la palabra «cobrar los gastos de envío y embalaje» en clase.,Najednou dnes procvičuji slovo „účtovat poštovné a balné“.,ne
embalar / papel de embalar,balit,9066,Ahora practico hoy la palabra «embalar / papel de embalar».,Vážně dnes procvičuji slovo „balit“.,ne
embalar / papel de embalar,zabalit / balící papír,9067,"Claro, digo «embalar / papel de embalar» y todos entienden.","Řekni, si dobře pamatuji slovo „zabalit / balící papír“.",ne
la placa / tectónica de placas litosféricas / placa dental,deska,9068,Siempre digo «la placa / tectónica de placas litosféricas / placa dental» y todos entienden.,Najednou si dobře pamatuji slovo „deska“.,ne
la placa / tectónica de placas litosféricas / placa dental,tabule,9069,"Imagínate, practico hoy la palabra «la placa / tectónica de placas litosféricas / placa dental».",No slyším slovo „tabule“ ve třídě.,ne
la placa / tectónica de placas litosféricas / placa dental,cedule,9070,"Dime, recuerdo bien la palabra «la placa / tectónica de placas litosféricas / placa dental».",Najednou slyším slovo „cedule“ ve třídě.,ne
la placa / tectónica de placas litosféricas / placa dental,povlak / tektonika … / zubní plak,9071,Hoy digo «la placa / tectónica de placas litosféricas / placa dental» y todos entienden.,"Představ si, slyším slovo „povlak / tektonika … / zubní plak“ ve třídě.",ne
rupestre,skalní,9072,"Sabes, uso la palabra «rupestre» en una frase.",No slyším slovo „skalní“ ve třídě.,ne
rupestre,jeskynní,9073,Casi nunca escucho la palabra «rupestre» en clase.,"Víš, slyším slovo „jeskynní“ ve třídě.",ne
la escultura,sochařství,9074,Siempre digo «la escultura» y todos entienden.,Vždy používám slovo „sochařství“ ve větě.,ne
la escultura,socha,9075,Esta mañana recuerdo bien la palabra «la escultura».,"Víš, používám slovo „socha“ ve větě.",ne
la índole,charakter,9076,En serio uso la palabra «la índole» en una frase.,Dnes ráno si dobře pamatuji slovo „charakter“.,ne
la índole,soubor typických znaků,9077,"Sabes, practico hoy la palabra «la índole».","Hele, řeknu „soubor typických znaků“ a všichni rozumí.",ne
el paréntesis,závorka,9078,"Sabes, escucho la palabra «el paréntesis» en clase.","Poslouchej, si dobře pamatuji slovo „závorka“.",ne
el paréntesis,vsuvka,9079,"Imagínate, practico hoy la palabra «el paréntesis».",Vždy si dobře pamatuji slovo „vsuvka“.,ne
el paréntesis,přerušení,9080,Anoche recuerdo bien la palabra «el paréntesis».,"Jasně, řeknu „přerušení“ a všichni rozumí.",ne
el paréntesis,zastavení,9081,Entonces practico hoy la palabra «el paréntesis».,"Víš, si dobře pamatuji slovo „zastavení“.",ne
el hidrocarburo,uhlovodík,9082,"Vale, uso la palabra «el hidrocarburo» en una frase.",Teď slyším slovo „uhlovodík“ ve třídě.,ne
el contorno,kontura,9083,"Claro, escribo «el contorno» en mi cuaderno.",Dnes ráno slyším slovo „kontura“ ve třídě.,ne
el contorno,obrys,9084,Siempre escucho la palabra «el contorno» en clase.,Takže si dobře pamatuji slovo „obrys“.,ne
retornar(se) / retorno,vrátit,9085,Siempre digo «retornar(se) / retorno» y todos entienden.,"Dobře, používám slovo „vrátit“ ve větě.",ne
retornar(se) / retorno,navrátit (se) / návrat,9086,"Dime, practico hoy la palabra «retornar(se) / retorno».",Takže používám slovo „navrátit (se) / návrat“ ve větě.,ne
teórico,teoretický,9087,"Imagínate, escucho la palabra «teórico» en clase.","Hele, dnes procvičuji slovo „teoretický“.",ne
teórico,teoretik,9088,"Dime, escucho la palabra «teórico» en clase.",Dnes ráno řeknu „teoretik“ a všichni rozumí.,ne
el interrogante / interrogante,otazník / tázavý,9089,Esta mañana uso la palabra «el interrogante / interrogante» en una frase.,Dnes ráno píšu „otazník / tázavý“ do sešitu.,ne
el interrogante / interrogante,otázka,9090,Entonces digo «el interrogante / interrogante» y todos entienden.,Konečně řeknu „otázka“ a všichni rozumí.,ne
el interrogante / interrogante,hádanka,9091,"Claro, digo «el interrogante / interrogante» y todos entienden.",Najednou si dobře pamatuji slovo „hádanka“.,ne
desgarrar,rozervat,9092,Anoche uso la palabra «desgarrar» en una frase.,Vážně si dobře pamatuji slovo „rozervat“.,ne
ebullición / punto de ebullición,var,9093,Anoche uso la palabra «ebullición / punto de ebullición» en una frase.,"Tak, píšu „var“ do sešitu.",ne
ebullición / punto de ebullición,vření / bod varu,9094,Esta mañana digo «ebullición / punto de ebullición» y todos entienden.,"Tak, slyším slovo „vření / bod varu“ ve třídě.",ne
la valla / carrera de vallas,ohrada,9095,Pues uso la palabra «la valla / carrera de vallas» en una frase.,Teď slyším slovo „ohrada“ ve třídě.,ne
la valla / carrera de vallas,překážka atletická / překážkový běh,9096,"Dime, practico hoy la palabra «la valla / carrera de vallas».",Vážně používám slovo „překážka atletická / překážkový běh“ ve větě.,ne
el mando / mando a distancia,ovládání,9097,Anoche recuerdo bien la palabra «el mando / mando a distancia».,Dnes ráno píšu „ovládání“ do sešitu.,ne
el mando / mando a distancia,velení,9098,"Vale, digo «el mando / mando a distancia» y todos entienden.","Jasně, řeknu „velení“ a všichni rozumí.",ne
el mando / mando a distancia,řízení / dálkové ovládání,9099,Esta mañana uso la palabra «el mando / mando a distancia» en una frase.,Včera večer píšu „řízení / dálkové ovládání“ do sešitu.,ne
el análisis,analýza,9100,Siempre escucho la palabra «el análisis» en clase.,Dnes ráno slyším slovo „analýza“ ve třídě.,ne
el análisis,rozbor,9101,Casi nunca digo «el análisis» y todos entienden.,Najednou dnes procvičuji slovo „rozbor“.,ne
la grúa,jeřáb (stroj),9102,Casi nunca escucho la palabra «la grúa» en clase.,Dnes ráno si dobře pamatuji slovo „jeřáb (stroj)“.,ne
botar,odrazit se,9103,Esta mañana practico hoy la palabra «botar».,Dnes ráno řeknu „odrazit se“ a všichni rozumí.,ne
botar,drkotat,9104,"Dime, uso la palabra «botar» en una frase.","Hele, píšu „drkotat“ do sešitu.",ne
