Id,InfFR,Tense,Number,Person,Pronoun,Form,Sentence,SentenceT
v052-09,arrêter,present,S,3,il,arrête,Il arrête la vidéo.,On zastavuje video.
v052-10,arrêter,present,P,1,nous,arrêtons,Nous arrêtons la voiture.,My zastavujeme auto.
v052-11,arrêter,present,P,1,nous,arrêtons,Nous arrêtons le vélo.,My zastavujeme kolo.
v052-12,arrêter,present,P,1,nous,arrêtons,Nous arrêtons le bus.,My zastavujeme autobus.
v052-13,arrêter,present,P,2,vous,arrêtez,Vous arrêtez le jeu.,Vy zastavujete hru.
v052-14,arrêter,present,P,2,vous,arrêtez,Vous arrêtez le travail.,Vy zastavujete práci.
v052-15,arrêter,present,P,2,vous,arrêtez,Vous arrêtez la machine.,Vy zastavujete stroj.
v052-16,arrêter,present,P,3,ils,arrêtent,Ils arrêtent le moteur.,Oni zastavují motor.
v052-17,arrêter,present,P,3,elles,arrêtent,Elles arrêtent la musique.,Ony zastavují hudbu.
v052-18,arrêter,present,P,3,ils,arrêtent,Ils arrêtent la vidéo.,Oni zastavují video.
v053-01,perdre,present,S,1,je,perds,Je perds une clé.,Já ztrácím klíč.
v053-02,perdre,present,S,1,je,perds,Je perds un livre.,Já ztrácím knihu.
v053-03,perdre,present,S,1,je,perds,Je perds un stylo.,Já ztrácím pero.
v053-04,perdre,present,S,2,tu,perds,Tu perds un sac.,Ty ztrácíš tašku.
v053-05,perdre,present,S,2,tu,perds,Tu perds un téléphone.,Ty ztrácíš telefon.
v053-06,perdre,present,S,2,tu,perds,Tu perds un billet.,Ty ztrácíš lístek.
v053-07,perdre,present,S,3,il,perd,Il perd une carte.,On ztrácí mapu.
v053-08,perdre,present,S,3,elle,perd,Elle perd une lettre.,Ona ztrácí dopis.
v053-09,perdre,present,S,3,il,perd,Il perd une photo.,On ztrácí fotografii.
v053-10,perdre,present,P,1,nous,perdons,Nous perdons du temps.,My ztrácíme čas.
v053-11,perdre,present,P,1,nous,perdons,Nous perdons de l'argent.,My ztrácíme peníze.
v053-12,perdre,present,P,1,nous,perdons,Nous perdons patience.,My ztrácíme trpělivost.
v053-13,perdre,present,P,2,vous,perdez,Vous perdez un gant.,Vy ztrácíte rukavici.
v053-14,perdre,present,P,2,vous,perdez,Vous perdez une chaussure.,Vy ztrácíte botu.
v053-15,perdre,present,P,2,vous,perdez,Vous perdez un chapeau.,Vy ztrácíte klobouk.
v053-16,perdre,present,P,3,ils,perdent,Ils perdent le sourire.,Oni ztrácejí úsměv.
v053-17,perdre,present,P,3,elles,perdent,Elles perdent un ami.,Ony ztrácejí kamaráda.
v053-18,perdre,present,P,3,ils,perdent,Ils perdent un jouet.,Oni ztrácejí hračku.
v054-01,commencer,present,S,1,je,commence,Je commence le travail.,Já začínám práci.
v054-02,commencer,present,S,1,je,commence,Je commence la leçon.,Já začínám lekci.
v054-03,commencer,present,S,1,je,commence,Je commence un exercice.,Já začínám cvičení.
v054-04,commencer,present,S,2,tu,commences,Tu commences un jeu.,Ty začínáš hru.
v054-05,commencer,present,S,2,tu,commences,Tu commences un dessin.,Ty začínáš kresbu.
v054-06,commencer,present,S,2,tu,commences,Tu commences une lettre.,Ty začínáš dopis.
v054-07,commencer,present,S,3,il,commence,Il commence à lire.,On začíná číst.
v054-08,commencer,present,S,3,elle,commence,Elle commence à écrire.,Ona začíná psát.
v054-09,commencer,present,S,3,il,commence,Il commence à parler.,On začíná mluvit.
v054-10,commencer,present,P,1,nous,commençons,Nous commençons à marcher.,My začínáme chodit.
v054-11,commencer,present,P,1,nous,commençons,Nous commençons à courir.,My začínáme běhat.
v054-12,commencer,present,P,1,nous,commençons,Nous commençons à chanter.,My začínáme zpívat.
v054-13,commencer,present,P,2,vous,commencez,Vous commencez à huit heures.,Vy začínáte v osm hodin.
v054-14,commencer,present,P,2,vous,commencez,Vous commencez à midi.,Vy začínáte v poledne.
v054-15,commencer,present,P,2,vous,commencez,Vous commencez après le repas.,Vy začínáte po jídle.
v054-16,commencer,present,P,3,ils,commencent,Ils commencent une nouvelle histoire.,Oni začínají nový příběh.
v054-17,commencer,present,P,3,elles,commencent,Elles commencent un nouveau livre.,Ony začínají novou knihu.
v054-18,commencer,present,P,3,ils,commencent,Ils commencent une nouvelle liste.,Oni začínají nový seznam.
v055-01,paraître,present,S,1,je,parais,Je parais calme.,Já vypadám klidně.
v055-02,paraître,present,S,1,je,parais,Je parais jeune.,Já vypadám mladě.
v055-03,paraître,present,S,1,je,parais,Je parais fatigué.,Já vypadám unaveně.
v055-04,paraître,present,S,2,tu,parais,Tu parais triste.,Ty vypadáš smutně.
v055-05,paraître,present,S,2,tu,parais,Tu parais content.,Ty vypadáš spokojeně.
v055-06,paraître,present,S,2,tu,parais,Tu parais malade.,Ty vypadáš nemocně.
v055-07,paraître,present,S,3,il,paraît,Il paraît heureux.,On vypadá šťastně.
v055-08,paraître,present,S,3,elle,paraît,Elle paraît surprise.,Ona vypadá překvapeně.
v055-09,paraître,present,S,3,il,paraît,Il paraît inquiet.,On vypadá ustaraně.
v055-10,paraître,present,P,1,nous,paraissons,Nous paraissons calmes.,My vypadáme klidně.
v055-11,paraître,present,P,1,nous,paraissons,Nous paraissons jeunes.,My vypadáme mladě.
v055-12,paraître,present,P,1,nous,paraissons,Nous paraissons fatigués.,My vypadáme unaveně.
v055-13,paraître,present,P,2,vous,paraissez,Vous paraissez tristes.,Vy vypadáte smutně.
v055-14,paraître,present,P,2,vous,paraissez,Vous paraissez contents.,Vy vypadáte spokojeně.
v055-15,paraître,present,P,2,vous,paraissez,Vous paraissez malades.,Vy vypadáte nemocně.
v055-16,paraître,present,P,3,ils,paraissent,Ils paraissent heureux.,Oni vypadají šťastně.
v055-17,paraître,present,P,3,elles,paraissent,Elles paraissent surprises.,Ony vypadají překvapeně.
v055-18,paraître,present,P,3,ils,paraissent,Ils paraissent inquiets.,Oni vypadají ustaraně.
v056-01,marcher,present,S,1,je,marche,Je marche dans le parc.,Já jdu parkem.
v056-02,marcher,present,S,1,je,marche,Je marche dans le jardin.,Já jdu zahradou.
v056-03,marcher,present,S,1,je,marche,Je marche dans la forêt.,Já jdu lesem.
v056-04,marcher,present,S,2,tu,marches,Tu marches sur la plage.,Ty jdeš po pláži.
v056-05,marcher,present,S,2,tu,marches,Tu marches sur le sable.,Ty jdeš po písku.
v056-06,marcher,present,S,2,tu,marches,Tu marches sur le chemin.,Ty jdeš po cestě.
v056-07,marcher,present,S,3,il,marche,Il marche vers la gare.,On jde směrem k nádraží.
v056-08,marcher,present,S,3,elle,marche,Elle marche vers l'école.,Ona jde směrem ke škole.
v056-09,marcher,present,S,3,il,marche,Il marche vers la maison.,On jde směrem k domu.
v056-10,marcher,present,P,1,nous,marchons,Nous marchons lentement.,My jdeme pomalu.
v056-11,marcher,present,P,1,nous,marchons,Nous marchons vite.,My jdeme rychle.
v056-12,marcher,present,P,1,nous,marchons,Nous marchons sans bruit.,My jdeme bez hluku.
v056-13,marcher,present,P,2,vous,marchez,Vous marchez avec Paul.,Vy jdete s Paulem.
v056-14,marcher,present,P,2,vous,marchez,Vous marchez avec Marie.,Vy jdete s Marií.
v056-15,marcher,present,P,2,vous,marchez,Vous marchez avec les enfants.,Vy jdete s dětmi.
v056-16,marcher,present,P,3,ils,marchent,Ils marchent sous la pluie.,Oni jdou v dešti.
v056-17,marcher,present,P,3,elles,marchent,Elles marchent dans la neige.,Ony jdou ve sněhu.
v056-18,marcher,present,P,3,ils,marchent,Ils marchent le long de la rivière.,Oni jdou podél řeky.
v057-01,lever,present,S,1,je,lève,Je lève la main.,Já zvedám ruku.
v057-02,lever,present,S,1,je,lève,Je lève le bras droit.,Já zvedám pravou paži.
v057-03,lever,present,S,1,je,lève,Je lève le bras gauche.,Já zvedám levou paži.
v057-04,lever,present,S,2,tu,lèves,Tu lèves la tête.,Ty zvedáš hlavu.
v057-05,lever,present,S,2,tu,lèves,Tu lèves le pied droit.,Ty zvedáš pravou nohu.
v057-06,lever,present,S,2,tu,lèves,Tu lèves le pied gauche.,Ty zvedáš levou nohu.
v057-07,lever,present,S,3,il,lève,Il lève les yeux.,On zvedá oči.
v057-08,lever,present,S,3,elle,lève,Elle lève un verre.,Ona zvedá sklenici.
v057-09,lever,present,S,3,il,lève,Il lève un drapeau.,On zvedá vlajku.
v057-10,lever,present,P,1,nous,levons,Nous levons la main.,My zvedáme ruku.
v057-11,lever,present,P,1,nous,levons,Nous levons le bras droit.,My zvedáme pravou paži.
v057-12,lever,present,P,1,nous,levons,Nous levons le bras gauche.,My zvedáme levou paži.
v057-13,lever,present,P,2,vous,levez,Vous levez la tête.,Vy zvedáte hlavu.
v057-14,lever,present,P,2,vous,levez,Vous levez le pied droit.,Vy zvedáte pravou nohu.
v057-15,lever,present,P,2,vous,levez,Vous levez le pied gauche.,Vy zvedáte levou nohu.
v057-16,lever,present,P,3,ils,lèvent,Ils lèvent les yeux.,Oni zvedají oči.
v057-17,lever,present,P,3,elles,lèvent,Elles lèvent un verre.,Ony zvedají sklenici.
v057-18,lever,present,P,3,ils,lèvent,Ils lèvent un drapeau.,Oni zvedají vlajku.
v058-01,permettre,present,S,1,je,permets,Je permets à Paul de rester.,Já dovoluji Paulovi zůstat.
v058-02,permettre,present,S,1,je,permets,Je permets à Marie de partir.,Já dovoluji Marii odejít.
v058-03,permettre,present,S,1,je,permets,Je permets aux enfants de jouer.,Já dovoluji dětem hrát si.
v058-04,permettre,present,S,2,tu,permets,Tu permets à Luc d'entrer.,Ty dovoluješ Lucovi vstoupit.
v058-05,permettre,present,S,2,tu,permets,Tu permets à Julie de lire.,Ty dovoluješ Julii číst.
v058-06,permettre,present,S,2,tu,permets,Tu permets au chien de sortir.,Ty dovoluješ psovi jít ven.
v058-07,permettre,present,S,3,il,permet,Il permet à un ami de venir.,On dovoluje kamarádovi přijít.
v058-08,permettre,present,S,3,elle,permet,Elle permet aux élèves de parler.,Ona dovoluje žákům mluvit.
v058-09,permettre,present,S,3,il,permet,Il permet aux enfants de dessiner.,On dovoluje dětem kreslit.
v058-10,permettre,present,P,1,nous,permettons,Nous permettons à Paul de rester.,My dovolujeme Paulovi zůstat.
v058-11,permettre,present,P,1,nous,permettons,Nous permettons à Marie de partir.,My dovolujeme Marii odejít.
v058-12,permettre,present,P,1,nous,permettons,Nous permettons aux enfants de jouer.,My dovolujeme dětem hrát si.
v058-13,permettre,present,P,2,vous,permettez,Vous permettez à Luc d'entrer.,Vy dovolujete Lucovi vstoupit.
v058-14,permettre,present,P,2,vous,permettez,Vous permettez à Julie de lire.,Vy dovolujete Julii číst.
v058-15,permettre,present,P,2,vous,permettez,Vous permettez au chien de sortir.,Vy dovolujete psovi jít ven.
v058-16,permettre,present,P,3,ils,permettent,Ils permettent à un ami de venir.,Oni dovolují kamarádovi přijít.
v058-17,permettre,present,P,3,elles,permettent,Elles permettent aux élèves de parler.,Ony dovolují žákům mluvit.
v058-18,permettre,present,P,3,ils,permettent,Ils permettent aux enfants de dessiner.,Oni dovolují dětem kreslit.
v059-01,asseoir,present,S,1,j',assieds,J'assieds le bébé sur une chaise.,Já posazuji miminko na židli.
v059-02,asseoir,present,S,1,j',assieds,J'assieds l'enfant sur le banc.,Já posazuji dítě na lavičku.
v059-03,asseoir,present,S,1,j',assieds,J'assieds la poupée sur le lit.,Já posazuji panenku na postel.
v059-04,asseoir,present,S,2,tu,assieds,Tu assieds le petit garçon sur le canapé.,Ty posazuješ malého chlapce na pohovku.
v059-05,asseoir,present,S,2,tu,assieds,Tu assieds la petite fille près de la table.,Ty posazuješ malou holčičku blízko stolu.
v059-06,asseoir,present,S,2,tu,assieds,Tu assieds le bébé sur le tapis.,Ty posazuješ miminko na koberec.
v059-07,asseoir,present,S,3,il,assied,Il assied la poupée près de la fenêtre.,On posazuje panenku blízko okna.
v059-08,asseoir,present,S,3,elle,assied,Elle assied l'enfant à côté de Paul.,Ona posazuje dítě vedle Paula.
v059-09,asseoir,present,S,3,il,assied,Il assied le bébé sur un coussin.,On posazuje miminko na polštář.
v059-10,asseoir,present,P,1,nous,asseyons,Nous asseyons le bébé sur une chaise.,My posazujeme miminko na židli.
v059-11,asseoir,present,P,1,nous,asseyons,Nous asseyons l'enfant sur le banc.,My posazujeme dítě na lavičku.
v059-12,asseoir,present,P,1,nous,asseyons,Nous asseyons la poupée sur le lit.,My posazujeme panenku na postel.
v059-13,asseoir,present,P,2,vous,asseyez,Vous asseyez le petit garçon sur le canapé.,Vy posazujete malého chlapce na pohovku.
v059-14,asseoir,present,P,2,vous,asseyez,Vous asseyez la petite fille près de la table.,Vy posazujete malou holčičku blízko stolu.
v059-15,asseoir,present,P,2,vous,asseyez,Vous asseyez le bébé sur le tapis.,Vy posazujete miminko na koberec.
v059-16,asseoir,present,P,3,ils,asseyent,Ils asseyent la poupée près de la fenêtre.,Oni posazují panenku blízko okna.
v059-17,asseoir,present,P,3,elles,asseyent,Elles asseyent l'enfant à côté de Paul.,Ony posazují dítě vedle Paula.
v059-18,asseoir,present,P,3,ils,asseyent,Ils asseyent le bébé sur un coussin.,Oni posazují miminko na polštář.
v060-01,écouter,present,S,1,j',écoute,J'écoute la radio.,Já poslouchám rádio.
v060-02,écouter,present,S,1,j',écoute,J'écoute de la musique.,Já poslouchám hudbu.
v060-03,écouter,present,S,1,j',écoute,J'écoute une chanson.,Já poslouchám písničku.
v060-04,écouter,present,S,2,tu,écoutes,Tu écoutes le professeur.,Ty posloucháš učitele.
v060-05,écouter,present,S,2,tu,écoutes,Tu écoutes le médecin.,Ty posloucháš lékaře.
v060-06,écouter,present,S,2,tu,écoutes,Tu écoutes les enfants.,Ty posloucháš děti.
v060-07,écouter,present,S,3,il,écoute,Il écoute Paul.,On poslouchá Paula.
v060-08,écouter,present,S,3,elle,écoute,Elle écoute Marie.,Ona poslouchá Marii.
v060-09,écouter,present,S,3,il,écoute,Il écoute un ami.,On poslouchá kamaráda.
v060-10,écouter,present,P,1,nous,écoutons,Nous écoutons les oiseaux.,My posloucháme ptáky.
v060-11,écouter,present,P,1,nous,écoutons,Nous écoutons la pluie.,My posloucháme déšť.
v060-12,écouter,present,P,1,nous,écoutons,Nous écoutons le vent.,My posloucháme vítr.
v060-13,écouter,present,P,2,vous,écoutez,Vous écoutez une histoire.,Vy posloucháte příběh.
v060-14,écouter,present,P,2,vous,écoutez,Vous écoutez une émission.,Vy posloucháte pořad.
v060-15,écouter,present,P,2,vous,écoutez,Vous écoutez un message.,Vy posloucháte zprávu.
v060-16,écouter,present,P,3,ils,écoutent,Ils écoutent la mer.,Oni poslouchají moře.
v060-17,écouter,present,P,3,elles,écoutent,Elles écoutent un chanteur.,Ony poslouchají zpěváka.
v060-18,écouter,present,P,3,ils,écoutent,Ils écoutent une chanteuse.,Oni poslouchají zpěvačku.
v061-01,monter,present,S,1,je,monte,Je monte au premier étage.,Já stoupám do prvního patra.
v061-02,monter,present,S,1,je,monte,Je monte au deuxième étage.,Já stoupám do druhého patra.
v061-03,monter,present,S,1,je,monte,Je monte au troisième étage.,Já stoupám do třetího patra.
v061-04,monter,present,S,2,tu,montes,Tu montes sur la colline.,Ty stoupáš na kopec.
v061-05,monter,present,S,2,tu,montes,Tu montes vers le sommet.,Ty stoupáš směrem k vrcholu.
v061-06,monter,present,S,2,tu,montes,Tu montes par le petit chemin.,Ty stoupáš po malé cestě.
v061-07,monter,present,S,3,il,monte,Il monte lentement.,On stoupá pomalu.
v061-08,monter,present,S,3,elle,monte,Elle monte à pied.,Ona stoupá pěšky.
v061-09,monter,present,S,3,il,monte,Il monte avec le guide.,On stoupá s průvodcem.
v061-10,monter,present,P,1,nous,montons,Nous montons au premier étage.,My stoupáme do prvního patra.
v061-11,monter,present,P,1,nous,montons,Nous montons au deuxième étage.,My stoupáme do druhého patra.
v061-12,monter,present,P,1,nous,montons,Nous montons au troisième étage.,My stoupáme do třetího patra.
v061-13,monter,present,P,2,vous,montez,Vous montez sur la colline.,Vy stoupáte na kopec.
v061-14,monter,present,P,2,vous,montez,Vous montez vers le sommet.,Vy stoupáte směrem k vrcholu.
v061-15,monter,present,P,2,vous,montez,Vous montez par le petit chemin.,Vy stoupáte po malé cestě.
v061-16,monter,present,P,3,ils,montent,Ils montent lentement.,Oni stoupají pomalu.
v061-17,monter,present,P,3,elles,montent,Elles montent à pied.,Ony stoupají pěšky.
v061-18,monter,present,P,3,ils,montent,Ils montent avec le guide.,Oni stoupají s průvodcem.
v062-01,apercevoir,present,S,1,j',aperçois,J'aperçois un chat.,Já zahlédám kočku.
v062-02,apercevoir,present,S,1,j',aperçois,J'aperçois un chien.,Já zahlédám psa.
v062-03,apercevoir,present,S,1,j',aperçois,J'aperçois un oiseau.,Já zahlédám ptáka.
v062-04,apercevoir,present,S,2,tu,aperçois,Tu aperçois un bateau.,Ty zahlédáš loď.
v062-05,apercevoir,present,S,2,tu,aperçois,Tu aperçois un avion.,Ty zahlédáš letadlo.
v062-06,apercevoir,present,S,2,tu,aperçois,Tu aperçois un train.,Ty zahlédáš vlak.
v062-07,apercevoir,present,S,3,il,aperçoit,Il aperçoit une maison.,On zahlédá dům.
v062-08,apercevoir,present,S,3,elle,aperçoit,Elle aperçoit un pont.,Ona zahlédá most.
v062-09,apercevoir,present,S,3,il,aperçoit,Il aperçoit une rivière.,On zahlédá řeku.
v062-10,apercevoir,present,P,1,nous,apercevons,Nous apercevons Paul dans la rue.,My zahlédáme Paula na ulici.
v062-11,apercevoir,present,P,1,nous,apercevons,Nous apercevons Marie dans le parc.,My zahlédáme Marii v parku.
v062-12,apercevoir,present,P,1,nous,apercevons,Nous apercevons Luc à la gare.,My zahlédáme Luca na nádraží.
v062-13,apercevoir,present,P,2,vous,apercevez,Vous apercevez la mer au loin.,Vy zahlédáte moře v dálce.
v062-14,apercevoir,present,P,2,vous,apercevez,Vous apercevez une lumière.,Vy zahlédáte světlo.
v062-15,apercevoir,present,P,2,vous,apercevez,Vous apercevez une étoile.,Vy zahlédáte hvězdu.
v062-16,apercevoir,present,P,3,ils,aperçoivent,Ils aperçoivent un cheval.,Oni zahlédají koně.
v062-17,apercevoir,present,P,3,elles,aperçoivent,Elles aperçoivent un lapin.,Ony zahlédají králíka.
v062-18,apercevoir,present,P,3,ils,aperçoivent,Ils aperçoivent un renard.,Oni zahlédají lišku.
v063-01,recevoir,present,S,1,je,reçois,Je reçois une lettre.,Já dostávám dopis.
v063-02,recevoir,present,S,1,je,reçois,Je reçois un message.,Já dostávám zprávu.
v063-03,recevoir,present,S,1,je,reçois,Je reçois une carte.,Já dostávám pohlednici.
v063-04,recevoir,present,S,2,tu,reçois,Tu reçois un cadeau.,Ty dostáváš dárek.
v063-05,recevoir,present,S,2,tu,reçois,Tu reçois un colis.,Ty dostáváš balík.
v063-06,recevoir,present,S,2,tu,reçois,Tu reçois des fleurs.,Ty dostáváš květiny.
v063-07,recevoir,present,S,3,il,reçoit,Il reçoit un livre.,On dostává knihu.
v063-08,recevoir,present,S,3,elle,reçoit,Elle reçoit un billet.,Ona dostává lístek.
v063-09,recevoir,present,S,3,il,reçoit,Il reçoit une photo.,On dostává fotografii.
v063-10,recevoir,present,P,1,nous,recevons,Nous recevons une réponse.,My dostáváme odpověď.
v063-11,recevoir,present,P,1,nous,recevons,Nous recevons une invitation.,My dostáváme pozvánku.
v063-12,recevoir,present,P,1,nous,recevons,Nous recevons un conseil.,My dostáváme radu.
v063-13,recevoir,present,P,2,vous,recevez,Vous recevez de l'argent.,Vy dostáváte peníze.
v063-14,recevoir,present,P,2,vous,recevez,Vous recevez une bonne nouvelle.,Vy dostáváte dobrou zprávu.
v063-15,recevoir,present,P,2,vous,recevez,Vous recevez une mauvaise nouvelle.,Vy dostáváte špatnou zprávu.
v063-16,recevoir,present,P,3,ils,reçoivent,Ils reçoivent une facture.,Oni dostávají fakturu.
v063-17,recevoir,present,P,3,elles,reçoivent,Elles reçoivent une liste.,Ony dostávají seznam.
v063-18,recevoir,present,P,3,ils,reçoivent,Ils reçoivent un dessin.,Oni dostávají kresbu.
v064-01,servir,present,S,1,je,sers,Je sers le café.,Já podávám kávu.
v064-02,servir,present,S,1,je,sers,Je sers le thé.,Já podávám čaj.
v064-03,servir,present,S,1,je,sers,Je sers de l'eau.,Já podávám vodu.
v064-04,servir,present,S,2,tu,sers,Tu sers la soupe.,Ty podáváš polévku.
v064-05,servir,present,S,2,tu,sers,Tu sers la salade.,Ty podáváš salát.
v064-06,servir,present,S,2,tu,sers,Tu sers le pain.,Ty podáváš chleba.
v064-07,servir,present,S,3,il,sert,Il sert le fromage.,On podává sýr.
v064-08,servir,present,S,3,elle,sert,Elle sert le gâteau.,Ona podává dort.
v064-09,servir,present,S,3,il,sert,Il sert le dessert.,On podává dezert.
v064-10,servir,present,P,1,nous,servons,Nous servons le repas.,My podáváme jídlo.
v064-11,servir,present,P,1,nous,servons,Nous servons le déjeuner.,My podáváme oběd.
v064-12,servir,present,P,1,nous,servons,Nous servons le dîner.,My podáváme večeři.
v064-13,servir,present,P,2,vous,servez,Vous servez du riz.,Vy podáváte rýži.
v064-14,servir,present,P,2,vous,servez,Vous servez du poisson.,Vy podáváte rybu.
v064-15,servir,present,P,2,vous,servez,Vous servez du poulet.,Vy podáváte kuře.
v064-16,servir,present,P,3,ils,servent,Ils servent des légumes.,Oni podávají zeleninu.
v064-17,servir,present,P,3,elles,servent,Elles servent des fruits.,Ony podávají ovoce.
v064-18,servir,present,P,3,ils,servent,Ils servent du lait.,Oni podávají mléko.
v065-01,finir,present,S,1,je,finis,Je finis le travail.,Já dokončuji práci.
v065-02,finir,present,S,1,je,finis,Je finis l'exercice.,Já dokončuji cvičení.
v065-03,finir,present,S,1,je,finis,Je finis la lettre.,Já dokončuji dopis.
v065-04,finir,present,S,2,tu,finis,Tu finis le dessin.,Ty dokončuješ kresbu.
v065-05,finir,present,S,2,tu,finis,Tu finis la liste.,Ty dokončuješ seznam.
v065-06,finir,present,S,2,tu,finis,Tu finis le texte.,Ty dokončuješ text.
v065-07,finir,present,S,3,il,finit,Il finit la leçon.,On dokončuje lekci.
v065-08,finir,present,S,3,elle,finit,Elle finit le jeu.,Ona dokončuje hru.
v065-09,finir,present,S,3,il,finit,Il finit le livre.,On dokončuje knihu.
v065-10,finir,present,P,1,nous,finissons,Nous finissons le travail.,My dokončujeme práci.
v065-11,finir,present,P,1,nous,finissons,Nous finissons l'exercice.,My dokončujeme cvičení.
v065-12,finir,present,P,1,nous,finissons,Nous finissons la lettre.,My dokončujeme dopis.
v065-13,finir,present,P,2,vous,finissez,Vous finissez le dessin.,Vy dokončujete kresbu.
v065-14,finir,present,P,2,vous,finissez,Vous finissez la liste.,Vy dokončujete seznam.
v065-15,finir,present,P,2,vous,finissez,Vous finissez le texte.,Vy dokončujete text.
v065-16,finir,present,P,3,ils,finissent,Ils finissent la leçon.,Oni dokončují lekci.
v065-17,finir,present,P,3,elles,finissent,Elles finissent le jeu.,Ony dokončují hru.
v065-18,finir,present,P,3,ils,finissent,Ils finissent le livre.,Oni dokončují knihu.
v066-01,rire,present,S,1,je,ris,Je ris avec Paul.,Já se směji s Paulem.
v066-02,rire,present,S,1,je,ris,Je ris avec Marie.,Já se směji s Marií.
v066-03,rire,present,S,1,je,ris,Je ris avec les enfants.,Já se směji s dětmi.
v066-04,rire,present,S,2,tu,ris,Tu ris devant un film.,Ty se směješ u filmu.
v066-05,rire,present,S,2,tu,ris,Tu ris dans le jardin.,Ty se směješ na zahradě.
v066-06,rire,present,S,2,tu,ris,Tu ris à table.,Ty se směješ u stolu.
v066-07,rire,present,S,3,il,rit,Il rit de cette blague.,On se směje tomuto vtipu.
v066-08,rire,present,S,3,elle,rit,Elle rit de cette histoire.,Ona se směje tomuto příběhu.
v066-09,rire,present,S,3,il,rit,Il rit de cette image.,On se směje tomuto obrázku.
v066-10,rire,present,P,1,nous,rions,Nous rions avec Paul.,My se smějeme s Paulem.
v066-11,rire,present,P,1,nous,rions,Nous rions avec Marie.,My se smějeme s Marií.
v066-12,rire,present,P,1,nous,rions,Nous rions avec les enfants.,My se smějeme s dětmi.
v066-13,rire,present,P,2,vous,riez,Vous riez devant un film.,Vy se smějete u filmu.
v066-14,rire,present,P,2,vous,riez,Vous riez dans le jardin.,Vy se smějete na zahradě.
v066-15,rire,present,P,2,vous,riez,Vous riez à table.,Vy se smějete u stolu.
v066-16,rire,present,P,3,ils,rient,Ils rient de cette blague.,Oni se smějí tomuto vtipu.
v066-17,rire,present,P,3,elles,rient,Elles rient de cette histoire.,Ony se smějí tomuto příběhu.
v066-18,rire,present,P,3,ils,rient,Ils rient de cette image.,Oni se smějí tomuto obrázku.
v067-01,crier,present,S,1,je,crie,Je crie de joie.,Já křičím radostí.
v067-02,crier,present,S,1,je,crie,Je crie de peur.,Já křičím strachem.
v067-03,crier,present,S,1,je,crie,Je crie de douleur.,Já křičím bolestí.
v067-04,crier,present,S,2,tu,cries,Tu cries dans la rue.,Ty křičíš na ulici.
v067-05,crier,present,S,2,tu,cries,Tu cries dans le jardin.,Ty křičíš na zahradě.
v067-06,crier,present,S,2,tu,cries,Tu cries sur la plage.,Ty křičíš na pláži.
v067-07,crier,present,S,3,il,crie,Il crie très fort.,On křičí velmi hlasitě.
v067-08,crier,present,S,3,elle,crie,Elle crie le nom de Paul.,Ona křičí Paulovo jméno.
v067-09,crier,present,S,3,il,crie,Il crie le nom de Marie.,On křičí Mariino jméno.
v067-10,crier,present,P,1,nous,crions,Nous crions de joie.,My křičíme radostí.
v067-11,crier,present,P,1,nous,crions,Nous crions de peur.,My křičíme strachem.
v067-12,crier,present,P,1,nous,crions,Nous crions de douleur.,My křičíme bolestí.
v067-13,crier,present,P,2,vous,criez,Vous criez dans la rue.,Vy křičíte na ulici.
v067-14,crier,present,P,2,vous,criez,Vous criez dans le jardin.,Vy křičíte na zahradě.
v067-15,crier,present,P,2,vous,criez,Vous criez sur la plage.,Vy křičíte na pláži.
v067-16,crier,present,P,3,ils,crient,Ils crient très fort.,Oni křičí velmi hlasitě.
v067-17,crier,present,P,3,elles,crient,Elles crient le nom de Paul.,Ony křičí Paulovo jméno.
v067-18,crier,present,P,3,ils,crient,Ils crient le nom de Marie.,Oni křičí Mariino jméno.
v068-01,jouer,present,S,1,je,joue,Je joue au tennis.,Já hraji tenis.
v068-02,jouer,present,S,1,je,joue,Je joue au football.,Já hraji fotbal.
v068-03,jouer,present,S,1,je,joue,Je joue au basket.,Já hraji basketbal.
v068-04,jouer,present,S,2,tu,joues,Tu joues aux cartes.,Ty hraješ karty.
v068-05,jouer,present,S,2,tu,joues,Tu joues aux échecs.,Ty hraješ šachy.
v068-06,jouer,present,S,2,tu,joues,Tu joues au volley.,Ty hraješ volejbal.
v068-07,jouer,present,S,3,il,joue,Il joue du piano.,On hraje na klavír.
v068-08,jouer,present,S,3,elle,joue,Elle joue de la guitare.,Ona hraje na kytaru.
v068-09,jouer,present,S,3,il,joue,Il joue du violon.,On hraje na housle.
v068-10,jouer,present,P,1,nous,jouons,Nous jouons avec Paul.,My hrajeme s Paulem.
v068-11,jouer,present,P,1,nous,jouons,Nous jouons avec Marie.,My hrajeme s Marií.
v068-12,jouer,present,P,1,nous,jouons,Nous jouons avec les enfants.,My hrajeme s dětmi.
v068-13,jouer,present,P,2,vous,jouez,Vous jouez dans le jardin.,Vy hrajete na zahradě.
v068-14,jouer,present,P,2,vous,jouez,Vous jouez dans le parc.,Vy hrajete v parku.
v068-15,jouer,present,P,2,vous,jouez,Vous jouez à la maison.,Vy hrajete doma.
v068-16,jouer,present,P,3,ils,jouent,Ils jouent à un jeu simple.,Oni hrají jednoduchou hru.
v068-17,jouer,present,P,3,elles,jouent,Elles jouent un air connu.,Ony hrají známou melodii.
